,Time,External Sound,Ambient Temp.,Target Temp.
6477,2023-06-01 16:12:16,443,32.17,31.89
6478,2023-06-01 16:12:16,495,32.17,31.89
6479,2023-06-01 16:12:16,390,32.17,31.89
6480,2023-06-01 16:12:16,572,32.17,31.89
6481,2023-06-01 16:12:16,487,32.17,31.89
6482,2023-06-01 16:12:16,621,32.17,31.89
6483,2023-06-01 16:12:16,582,32.17,31.89
6484,2023-06-01 16:12:16,478,32.17,31.89
6485,2023-06-01 16:12:16,506,32.17,31.89
6486,2023-06-01 16:12:16,354,32.17,31.89
6487,2023-06-01 16:12:16,573,32.17,31.89
6488,2023-06-01 16:12:16,525,32.17,31.89
6489,2023-06-01 16:12:16,505,32.17,31.89
6490,2023-06-01 16:12:16,620,32.17,31.89
6491,2023-06-01 16:12:16,437,32.17,31.89
6492,2023-06-01 16:12:16,493,32.17,31.89
6493,2023-06-01 16:12:16,528,32.17,31.89
6494,2023-06-01 16:12:16,409,32.17,31.89
6495,2023-06-01 16:12:16,641,32.17,31.89
6496,2023-06-01 16:12:16,361,32.17,31.89
6497,2023-06-01 16:12:16,623,32.17,31.89
6498,2023-06-01 16:12:16,620,32.17,31.89
6499,2023-06-01 16:12:16,313,32.19,31.89
6500,2023-06-01 16:12:16,435,32.19,31.89
6501,2023-06-01 16:12:16,434,32.19,31.89
6502,2023-06-01 16:12:16,667,32.19,31.89
6503,2023-06-01 16:12:16,415,32.19,31.89
6504,2023-06-01 16:12:16,598,32.19,31.89
6505,2023-06-01 16:12:16,489,32.19,31.89
6506,2023-06-01 16:12:16,432,32.19,31.89
6507,2023-06-01 16:12:16,572,32.19,31.89
6508,2023-06-01 16:12:16,423,32.19,31.89
6509,2023-06-01 16:12:16,665,32.19,31.89
6510,2023-06-01 16:12:16,564,32.19,31.89
6511,2023-06-01 16:12:16,469,32.19,31.89
6512,2023-06-01 16:12:16,590,32.19,31.89
6513,2023-06-01 16:12:16,211,32.19,31.89
6514,2023-06-01 16:12:16,501,32.19,31.89
6515,2023-06-01 16:12:16,587,32.19,31.89
6516,2023-06-01 16:12:16,581,32.19,31.89
6517,2023-06-01 16:12:16,652,32.19,31.89
6518,2023-06-01 16:12:16,419,32.19,31.89
6519,2023-06-01 16:12:16,518,32.19,31.89
6520,2023-06-01 16:12:16,405,32.19,31.89
6521,2023-06-01 16:12:16,460,32.19,31.89
6522,2023-06-01 16:12:16,611,32.19,31.71
6523,2023-06-01 16:12:16,517,32.19,31.71
6524,2023-06-01 16:12:16,614,32.19,31.71
6525,2023-06-01 16:12:16,437,32.19,31.71
6526,2023-06-01 16:12:16,571,32.19,31.71
6527,2023-06-01 16:12:16,401,32.19,31.71
6528,2023-06-01 16:12:16,516,32.19,31.71
6529,2023-06-01 16:12:16,568,32.19,31.71
6530,2023-06-01 16:12:16,431,32.19,31.71
6531,2023-06-01 16:12:16,689,32.19,31.71
6532,2023-06-01 16:12:16,429,32.19,31.71
6533,2023-06-01 16:12:16,512,32.19,31.71
6534,2023-06-01 16:12:16,498,32.19,31.71
6535,2023-06-01 16:12:16,378,32.19,31.71
6536,2023-06-01 16:12:16,575,32.19,31.71
6537,2023-06-01 16:12:16,538,32.19,31.71
6538,2023-06-01 16:12:16,582,32.19,31.71
6539,2023-06-01 16:12:16,580,32.19,31.71
6540,2023-06-01 16:12:16,380,32.19,31.71
6541,2023-06-01 16:12:16,530,32.19,31.71
6542,2023-06-01 16:12:16,465,32.19,31.71
6543,2023-06-01 16:12:16,597,32.19,31.71
6544,2023-06-01 16:12:16,687,32.19,31.71
6545,2023-06-01 16:12:16,443,32.19,31.71
6546,2023-06-01 16:12:16,614,32.19,31.71
6547,2023-06-01 16:12:16,419,32.19,31.71
6548,2023-06-01 16:12:16,574,32.19,31.71
6549,2023-06-01 16:12:16,408,32.19,31.71
6550,2023-06-01 16:12:16,622,32.19,31.71
6551,2023-06-01 16:12:16,542,32.19,31.71
6552,2023-06-01 16:12:16,523,32.19,31.71
6553,2023-06-01 16:12:16,613,32.19,31.71
6554,2023-06-01 16:12:16,368,32.19,31.71
6555,2023-06-01 16:12:16,554,32.19,31.71
6556,2023-06-01 16:12:16,477,32.19,31.71
6557,2023-06-01 16:12:16,556,32.19,31.71
6558,2023-06-01 16:12:16,666,32.19,31.71
6559,2023-06-01 16:12:16,452,32.19,31.71
6560,2023-06-01 16:12:16,612,32.19,31.71
6561,2023-06-01 16:12:16,447,32.19,31.71
6562,2023-06-01 16:12:16,425,32.19,31.71
6563,2023-06-01 16:12:16,554,32.19,31.71
6564,2023-06-01 16:12:16,497,32.19,31.71
6565,2023-06-01 16:12:16,699,32.19,31.71
6566,2023-06-01 16:12:16,483,32.19,31.71
6567,2023-06-01 16:12:16,487,32.19,31.71
6568,2023-06-01 16:12:16,536,32.19,31.71
6569,2023-06-01 16:12:16,500,32.19,31.71
6570,2023-06-01 16:12:16,573,32.19,31.71
6571,2023-06-01 16:12:16,467,32.19,31.71
6572,2023-06-01 16:12:16,690,32.19,31.71
6573,2023-06-01 16:12:16,363,32.19,31.71
6574,2023-06-01 16:12:16,590,32.19,31.71
6575,2023-06-01 16:12:16,424,32.19,31.71
6576,2023-06-01 16:12:16,381,32.19,31.71
6577,2023-06-01 16:12:16,608,32.19,31.71
6578,2023-06-01 16:12:16,500,32.19,31.71
6579,2023-06-01 16:12:16,607,32.19,31.71
6580,2023-06-01 16:12:16,594,32.19,31.71
6581,2023-06-01 16:12:16,461,32.19,31.91
6582,2023-06-01 16:12:16,539,32.19,31.91
6583,2023-06-01 16:12:16,394,32.19,31.91
6584,2023-06-01 16:12:16,593,32.19,31.91
6585,2023-06-01 16:12:16,669,32.19,31.91
6586,2023-06-01 16:12:16,439,32.19,31.91
6587,2023-06-01 16:12:16,634,32.19,31.91
6588,2023-06-01 16:12:16,442,32.19,31.91
6589,2023-06-01 16:12:16,496,32.19,31.91
6590,2023-06-01 16:12:16,474,32.19,31.91
6591,2023-06-01 16:12:16,583,32.19,31.91
6592,2023-06-01 16:12:16,526,32.19,31.91
6593,2023-06-01 16:12:16,542,32.19,31.91
6594,2023-06-01 16:12:16,609,32.19,31.91
6595,2023-06-01 16:12:16,405,32.19,31.91
6596,2023-06-01 16:12:16,488,32.19,31.91
6597,2023-06-01 16:12:16,438,32.19,31.91
6598,2023-06-01 16:12:16,481,32.19,31.91
6599,2023-06-01 16:12:16,245,32.19,31.91
6600,2023-06-01 16:12:16,695,32.19,31.91
6601,2023-06-01 16:12:16,662,32.19,31.91
6602,2023-06-01 16:12:16,584,32.19,31.91
6603,2023-06-01 16:12:16,368,32.19,31.91
6604,2023-06-01 16:12:16,578,32.19,31.91
6605,2023-06-01 16:12:16,426,32.19,31.91
6606,2023-06-01 16:12:16,536,32.19,31.91
6607,2023-06-01 16:12:16,608,32.19,31.91
6608,2023-06-01 16:12:16,519,32.19,31.91
6609,2023-06-01 16:12:16,634,32.19,31.91
6610,2023-06-01 16:12:16,321,32.19,31.91
6611,2023-06-01 16:12:16,554,32.19,31.91
6612,2023-06-01 16:12:16,483,32.19,31.91
6613,2023-06-01 16:12:16,631,32.19,31.91
6614,2023-06-01 16:12:16,479,32.19,31.91
6615,2023-06-01 16:12:16,592,32.19,31.91
6616,2023-06-01 16:12:16,576,32.19,31.91
6617,2023-06-01 16:12:16,356,32.17,31.91
6618,2023-06-01 16:12:16,584,32.17,31.91
6619,2023-06-01 16:12:16,462,32.17,31.91
6620,2023-06-01 16:12:16,653,32.17,31.91
6621,2023-06-01 16:12:16,599,32.17,31.91
6622,2023-06-01 16:12:16,429,32.17,31.91
6623,2023-06-01 16:12:16,551,32.17,31.91
6624,2023-06-01 16:12:16,347,32.17,31.91
6625,2023-06-01 16:12:16,456,32.17,31.91
6626,2023-06-01 16:12:16,584,32.17,31.91
6627,2023-06-01 16:12:16,514,32.17,31.91
6628,2023-06-01 16:12:16,605,32.17,31.91
6629,2023-06-01 16:12:16,460,32.17,31.91
6630,2023-06-01 16:12:16,490,32.17,31.91
6631,2023-06-01 16:12:16,553,32.17,31.91
6632,2023-06-01 16:12:16,410,32.17,31.91
6633,2023-06-01 16:12:16,583,32.17,31.91
6634,2023-06-01 16:12:16,557,32.17,31.91
6635,2023-06-01 16:12:16,608,32.17,31.91
6636,2023-06-01 16:12:16,417,32.17,31.91
6637,2023-06-01 16:12:16,475,32.17,31.91
6638,2023-06-01 16:12:16,387,32.17,31.91
6639,2023-06-01 16:12:16,383,32.17,31.91
6640,2023-06-01 16:12:16,627,32.17,31.91
6641,2023-06-01 16:12:16,516,32.17,31.77
6642,2023-06-01 16:12:16,578,32.17,31.77
6643,2023-06-01 16:12:16,583,32.17,31.77
6644,2023-06-01 16:12:16,418,32.17,31.77
6645,2023-06-01 16:12:16,538,32.17,31.77
6646,2023-06-01 16:12:16,398,32.17,31.77
6647,2023-06-01 16:12:16,583,32.17,31.77
6648,2023-06-01 16:12:16,668,32.17,31.77
6649,2023-06-01 16:12:16,485,32.17,31.77
6650,2023-06-01 16:12:16,596,32.17,31.77
6651,2023-06-01 16:12:16,366,32.17,31.77
6652,2023-06-01 16:12:16,571,32.17,31.77
6653,2023-06-01 16:12:16,524,32.17,31.77
6654,2023-06-01 16:12:16,486,32.17,31.77
6655,2023-06-01 16:12:16,684,32.17,31.77
6656,2023-06-01 16:12:16,446,32.17,31.77
6657,2023-06-01 16:12:16,591,32.17,31.77
6658,2023-06-01 16:12:16,319,32.17,31.77
6659,2023-06-01 16:12:16,457,32.17,31.77
6660,2023-06-01 16:12:16,453,32.17,31.77
6661,2023-06-01 16:12:16,579,32.17,31.77
6662,2023-06-01 16:12:16,683,32.17,31.77
6663,2023-06-01 16:12:16,459,32.17,31.77
6664,2023-06-01 16:12:16,622,32.17,31.77
6665,2023-06-01 16:12:16,408,32.17,31.77
6666,2023-06-01 16:12:16,476,32.17,31.77
6667,2023-06-01 16:12:16,544,32.17,31.77
6668,2023-06-01 16:12:16,519,32.17,31.77
6669,2023-06-01 16:12:16,666,32.17,31.77
6670,2023-06-01 16:12:16,488,32.17,31.77
6671,2023-06-01 16:12:16,542,32.17,31.77
6672,2023-06-01 16:12:16,496,32.17,31.77
6673,2023-06-01 16:12:16,391,32.17,31.77
6674,2023-06-01 16:12:16,594,32.17,31.77
6675,2023-06-01 16:12:16,493,32.17,31.77
6676,2023-06-01 16:12:16,500,32.17,31.77
6677,2023-06-01 16:12:16,643,32.17,31.77
6678,2023-06-01 16:12:16,421,32.17,31.77
6679,2023-06-01 16:12:16,479,32.17,31.77
6680,2023-06-01 16:12:16,381,32.17,31.77
6681,2023-06-01 16:12:16,625,32.17,31.77
6682,2023-06-01 16:12:16,498,32.17,31.77
6683,2023-06-01 16:12:16,594,32.17,31.77
6684,2023-06-01 16:12:16,467,32.17,31.77
6685,2023-06-01 16:12:16,536,32.17,31.77
6686,2023-06-01 16:12:16,476,32.17,31.77
6687,2023-06-01 16:12:16,410,32.17,31.77
6688,2023-06-01 16:12:16,545,32.17,31.77
6689,2023-06-01 16:12:16,590,32.17,31.77
6690,2023-06-01 16:12:16,515,32.17,31.77
6691,2023-06-01 16:12:16,603,32.17,31.77
6692,2023-06-01 16:12:16,472,32.17,31.77
6693,2023-06-01 16:12:16,368,32.17,31.77
6694,2023-06-01 16:12:16,594,32.17,31.77
6695,2023-06-01 16:12:16,463,32.17,31.77
6696,2023-06-01 16:12:16,685,32.17,31.77
6697,2023-06-01 16:12:16,503,32.17,31.77
6698,2023-06-01 16:12:16,572,32.17,31.77
6699,2023-06-01 16:12:16,604,32.17,31.77
6700,2023-06-01 16:12:16,318,32.17,31.85
6701,2023-06-01 16:12:16,569,32.17,31.85
6702,2023-06-01 16:12:16,515,32.17,31.85
6703,2023-06-01 16:12:16,682,32.17,31.85
6704,2023-06-01 16:12:16,459,32.17,31.85
6705,2023-06-01 16:12:16,612,32.17,31.85
6706,2023-06-01 16:12:16,487,32.17,31.85
6707,2023-06-01 16:12:16,430,32.17,31.85
6708,2023-06-01 16:12:16,591,32.17,31.85
6709,2023-06-01 16:12:16,452,32.17,31.85
6710,2023-06-01 16:12:16,661,32.17,31.85
6711,2023-06-01 16:12:16,598,32.17,31.85
6712,2023-06-01 16:12:16,551,32.17,31.85
6713,2023-06-01 16:12:16,546,32.17,31.85
6714,2023-06-01 16:12:16,335,32.17,31.85
