,Time,External Sound,Ambient Temp.,Target Temp.
2380,2023-06-01 00:11:06,487,32.67,32.09
2381,2023-06-01 00:11:06,578,32.67,32.09
2382,2023-06-01 00:11:06,318,32.67,32.09
2383,2023-06-01 00:11:06,561,32.67,32.09
2384,2023-06-01 00:11:06,337,32.67,32.09
2385,2023-06-01 00:11:06,661,32.67,32.09
2386,2023-06-01 00:11:06,427,32.67,32.09
2387,2023-06-01 00:11:06,574,32.67,32.09
2388,2023-06-01 00:11:06,519,32.67,32.09
2389,2023-06-01 00:11:06,304,32.67,32.09
2390,2023-06-01 00:11:06,416,32.67,32.31
2391,2023-06-01 00:11:06,435,32.67,32.31
2392,2023-06-01 00:11:06,710,32.67,32.31
2393,2023-06-01 00:11:06,661,32.67,32.31
2394,2023-06-01 00:11:06,365,32.67,32.31
2395,2023-06-01 00:11:06,567,32.67,32.31
2396,2023-06-01 00:11:06,286,32.67,32.31
2397,2023-06-01 00:11:06,564,32.67,32.31
2398,2023-06-01 00:11:06,585,32.67,32.31
2399,2023-06-01 00:11:06,523,32.67,32.31
2400,2023-06-01 00:11:06,638,32.67,32.31
2401,2023-06-01 00:11:06,447,32.67,32.31
2402,2023-06-01 00:11:06,518,32.67,32.31
2403,2023-06-01 00:11:06,498,32.67,32.31
2404,2023-06-01 00:11:06,383,32.67,32.31
2405,2023-06-01 00:11:06,581,32.67,32.31
2406,2023-06-01 00:11:06,591,32.67,32.31
2407,2023-06-01 00:11:06,603,32.67,32.31
2408,2023-06-01 00:11:06,416,32.67,32.31
2409,2023-06-01 00:11:06,556,32.67,32.31
2410,2023-06-01 00:11:06,392,32.67,32.31
2411,2023-06-01 00:11:06,481,32.67,32.31
2412,2023-06-01 00:11:06,568,32.67,32.31
2413,2023-06-01 00:11:06,535,32.67,32.31
2414,2023-06-01 00:11:06,666,32.67,32.31
2415,2023-06-01 00:11:06,516,32.67,32.31
2416,2023-06-01 00:11:06,430,32.67,32.31
2417,2023-06-01 00:11:06,530,32.67,32.31
2418,2023-06-01 00:11:06,386,32.67,32.31
2419,2023-06-01 00:11:06,560,32.67,32.31
2420,2023-06-01 00:11:06,608,32.67,32.31
2421,2023-06-01 00:11:06,501,32.67,32.31
2422,2023-06-01 00:11:06,605,32.67,32.31
2423,2023-06-01 00:11:06,324,32.67,32.31
2424,2023-06-01 00:11:06,520,32.67,32.31
2425,2023-06-01 00:11:06,449,32.67,32.31
2426,2023-06-01 00:11:06,451,32.67,32.31
2427,2023-06-01 00:11:06,689,32.67,32.31
2428,2023-06-01 00:11:06,606,32.67,32.31
2429,2023-06-01 00:11:06,520,32.67,32.31
2430,2023-06-01 00:11:06,316,32.67,32.31
2431,2023-06-01 00:11:06,545,32.67,32.31
2432,2023-06-01 00:11:06,386,32.67,32.31
2433,2023-06-01 00:11:06,502,32.67,32.31
2434,2023-06-01 00:11:06,647,32.67,32.31
2435,2023-06-01 00:11:06,435,32.67,32.31
2436,2023-06-01 00:11:06,597,32.67,32.31
2437,2023-06-01 00:11:06,322,32.67,32.31
2438,2023-06-01 00:11:06,506,32.67,32.31
2439,2023-06-01 00:11:06,581,32.67,32.31
2440,2023-06-01 00:11:06,403,32.67,32.31
2441,2023-06-01 00:11:06,679,32.67,32.31
2442,2023-06-01 00:11:06,492,32.67,32.31
2443,2023-06-01 00:11:06,602,32.67,32.31
2444,2023-06-01 00:11:06,511,32.67,32.31
2445,2023-06-01 00:11:06,314,32.67,32.31
2446,2023-06-01 00:11:06,600,32.67,32.31
2447,2023-06-01 00:11:06,430,32.67,32.31
2448,2023-06-01 00:11:06,653,32.67,32.31
2449,2023-06-01 00:11:06,617,32.67,31.99
2450,2023-06-01 00:11:06,403,32.67,31.99
2451,2023-06-01 00:11:06,342,32.67,31.99
2452,2023-06-01 00:11:06,458,32.67,31.99
2453,2023-06-01 00:11:06,603,32.67,31.99
2454,2023-06-01 00:11:06,404,32.67,31.99
2455,2023-06-01 00:11:06,707,32.67,31.99
2456,2023-06-01 00:11:06,476,32.67,31.99
2457,2023-06-01 00:11:06,526,32.67,31.99
2458,2023-06-01 00:11:06,504,32.67,31.99
2459,2023-06-01 00:11:06,394,32.67,31.99
2460,2023-06-01 00:11:06,568,32.67,31.99
2461,2023-06-01 00:11:06,550,32.67,31.99
2462,2023-06-01 00:11:06,590,32.67,31.99
2463,2023-06-01 00:11:06,597,32.67,31.99
2464,2023-06-01 00:11:06,381,32.67,31.99
2465,2023-06-01 00:11:06,448,32.67,31.99
2466,2023-06-01 00:11:06,378,32.67,31.99
2467,2023-06-01 00:11:06,395,32.67,31.99
2468,2023-06-01 00:11:06,643,32.67,31.99
2469,2023-06-01 00:11:06,473,32.67,31.99
2470,2023-06-01 00:11:06,640,32.67,31.99
2471,2023-06-01 00:11:06,395,32.67,31.99
2472,2023-06-01 00:11:06,499,32.67,31.99
2473,2023-06-01 00:11:06,372,32.67,31.99
2474,2023-06-01 00:11:06,509,32.67,31.99
2475,2023-06-01 00:11:06,561,32.67,31.99
2476,2023-06-01 00:11:06,551,32.67,31.99
2477,2023-06-01 00:11:06,627,32.67,31.99
2478,2023-06-01 00:11:06,412,32.67,31.99
2479,2023-06-01 00:11:06,457,32.67,31.99
2480,2023-06-01 00:11:06,502,32.67,31.99
2481,2023-06-01 00:11:06,423,32.67,31.99
2482,2023-06-01 00:11:06,655,32.67,31.99
2483,2023-06-01 00:11:06,459,32.67,31.99
2484,2023-06-01 00:11:06,599,32.67,31.99
2485,2023-06-01 00:11:06,491,32.63,31.99
2486,2023-06-01 00:11:06,337,32.63,31.99
2487,2023-06-01 00:11:06,568,32.63,31.99
2488,2023-06-01 00:11:06,402,32.63,31.99
2489,2023-06-01 00:11:06,626,32.63,31.99
2490,2023-06-01 00:11:06,606,32.63,31.99
2491,2023-06-01 00:11:06,456,32.63,31.99
2492,2023-06-01 00:11:06,581,32.63,31.99
2493,2023-06-01 00:11:06,274,32.63,31.99
2494,2023-06-01 00:11:06,575,32.63,31.99
2495,2023-06-01 00:11:06,385,32.63,31.99
2496,2023-06-01 00:11:06,667,32.63,31.99
2497,2023-06-01 00:11:06,371,32.63,31.99
2498,2023-06-01 00:11:06,628,32.63,31.99
2499,2023-06-01 00:11:06,562,32.63,31.99
2500,2023-06-01 00:11:06,321,32.63,31.99
2501,2023-06-01 00:11:06,560,32.63,31.99
2502,2023-06-01 00:11:06,427,32.63,31.99
2503,2023-06-01 00:11:06,650,32.63,31.99
2504,2023-06-01 00:11:06,591,32.63,31.99
2505,2023-06-01 00:11:06,396,32.63,31.99
2506,2023-06-01 00:11:06,579,32.63,31.99
2507,2023-06-01 00:11:06,328,32.63,31.99
2508,2023-06-01 00:11:06,521,32.63,31.99
2509,2023-06-01 00:11:06,566,32.63,31.99
2510,2023-06-01 00:11:06,473,32.63,31.99
2511,2023-06-01 00:11:06,507,32.63,31.99
2512,2023-06-01 00:11:06,460,32.63,31.99
2513,2023-06-01 00:11:06,544,32.63,31.99
2514,2023-06-01 00:11:06,520,32.63,31.99
2515,2023-06-01 00:11:06,371,32.63,31.99
2516,2023-06-01 00:11:06,561,32.63,31.99
2517,2023-06-01 00:11:06,521,32.63,31.99
2518,2023-06-01 00:11:06,559,32.63,31.99
2519,2023-06-01 00:11:06,479,32.63,31.99
2520,2023-06-01 00:11:06,554,32.63,31.99
2521,2023-06-01 00:11:06,361,32.63,31.99
2522,2023-06-01 00:11:06,387,32.63,31.99
2523,2023-06-01 00:11:06,598,32.63,31.99
2524,2023-06-01 00:11:06,461,32.63,31.99
2525,2023-06-01 00:11:06,542,32.63,31.99
2526,2023-06-01 00:11:06,638,32.63,31.99
2527,2023-06-01 00:11:06,338,32.63,31.99
2528,2023-06-01 00:11:06,575,32.63,31.99
2529,2023-06-01 00:11:06,330,32.63,31.99
2530,2023-06-01 00:11:06,538,32.63,31.99
2531,2023-06-01 00:11:06,692,32.63,31.99
2532,2023-06-01 00:11:06,420,32.63,31.99
2533,2023-06-01 00:11:06,600,32.63,31.99
2534,2023-06-01 00:11:06,301,32.63,31.99
2535,2023-06-01 00:11:06,449,32.63,31.99
2536,2023-06-01 00:11:06,373,32.63,31.99
2537,2023-06-01 00:11:06,401,32.63,31.99
2538,2023-06-01 00:11:06,690,32.63,31.99
2539,2023-06-01 00:11:06,603,32.63,31.99
2540,2023-06-01 00:11:06,649,32.63,31.99
2541,2023-06-01 00:11:06,273,32.63,31.99
2542,2023-06-01 00:11:06,501,32.63,31.99
2543,2023-06-01 00:11:06,542,32.63,31.99
2544,2023-06-01 00:11:06,465,32.69,31.99
2545,2023-06-01 00:11:06,729,32.69,31.99
2546,2023-06-01 00:11:06,372,32.69,31.99
2547,2023-06-01 00:11:06,580,32.69,31.99
2548,2023-06-01 00:11:06,453,32.69,31.99
2549,2023-06-01 00:11:06,463,32.69,31.99
2550,2023-06-01 00:11:06,634,32.69,31.99
2551,2023-06-01 00:11:06,320,32.69,31.99
2552,2023-06-01 00:11:06,632,32.69,31.99
2553,2023-06-01 00:11:06,434,32.69,31.99
2554,2023-06-01 00:11:06,657,32.69,31.99
2555,2023-06-01 00:11:06,529,32.69,31.99
2556,2023-06-01 00:11:06,264,32.69,31.99
2557,2023-06-01 00:11:06,560,32.69,31.99
2558,2023-06-01 00:11:06,436,32.69,31.99
2559,2023-06-01 00:11:06,667,32.69,31.99
2560,2023-06-01 00:11:06,623,32.69,31.99
2561,2023-06-01 00:11:06,567,32.69,31.99
2562,2023-06-01 00:11:06,490,32.69,31.99
2563,2023-06-01 00:11:06,426,32.69,31.99
2564,2023-06-01 00:11:06,589,32.69,31.99
2565,2023-06-01 00:11:06,338,32.69,31.99
2566,2023-06-01 00:11:06,647,32.69,31.99
