379,30.85,29.63
592,30.85,29.63
152,30.85,29.63
129,30.85,29.63
820,30.85,29.63
251,30.85,29.63
520,30.85,29.63
675,30.85,29.63
759,30.85,29.63
716,30.85,29.63
606,30.85,29.63
685,30.85,29.63
552,30.85,29.63
557,30.85,29.63
559,30.85,29.63
774,30.85,29.63
583,30.85,29.63
458,30.85,29.63
600,30.85,29.63
427,30.85,29.63
442,30.85,29.63
497,30.85,29.63
304,30.85,29.63
706,30.85,29.63
239,30.85,29.63
706,30.85,29.63
401,30.85,29.63
196,30.85,29.63
668,30.85,29.63
387,30.85,29.63
451,30.85,29.63
158,30.85,29.63
814,30.85,29.63
118,30.85,29.63
502,30.85,29.63
205,30.85,29.63
324,30.85,29.63
665,30.85,29.63
138,30.85,29.43
684,30.85,29.43
525,30.85,29.43
473,30.85,29.43
624,30.85,29.43
613,30.85,29.43
294,30.85,29.43
682,30.85,29.43
223,30.85,29.43
779,30.85,29.43
130,30.85,29.43
556,30.85,29.43
243,30.85,29.43
579,30.85,29.43
521,30.85,29.43
331,30.85,29.43
779,30.85,29.43
318,30.85,29.43
693,30.85,29.43
478,30.85,29.43
809,30.85,29.43
435,30.85,29.43
669,30.85,29.43
847,30.85,29.43
481,30.85,29.43
592,30.85,29.43
572,30.85,29.43
323,30.85,29.43
554,30.85,29.43
440,30.85,29.43
624,30.85,29.43
728,30.85,29.43
378,30.85,29.43
833,30.85,29.43
193,30.85,29.43
860,30.85,29.43
680,30.85,29.43
821,30.85,29.43
281,30.85,29.43
682,30.85,29.43
883,30.85,29.43
384,30.85,29.43
782,30.85,29.43
363,30.85,29.43
626,30.85,29.43
374,30.85,29.43
592,30.85,29.43
538,30.85,29.43
674,30.85,29.43
410,30.85,29.43
737,30.85,29.43
317,30.85,29.43
852,30.85,29.43
261,30.85,29.43
793,30.85,29.43
534,30.85,29.43
119,30.85,29.43
637,30.85,29.43
549,30.85,29.43
582,30.85,29.43
162,30.85,29.55
884,30.85,29.55
117,30.85,29.55
810,30.85,29.55
467,30.85,29.55
703,30.85,29.55
483,30.85,29.55
426,30.85,29.55
633,30.85,29.55
578,30.85,29.55
414,30.85,29.55
676,30.85,29.55
782,30.85,29.55
521,30.85,29.55
686,30.85,29.55
274,30.85,29.55
709,30.85,29.55
261,30.85,29.55
686,30.85,29.55
423,30.85,29.55
251,30.85,29.55
738,30.85,29.55
347,30.85,29.55
462,30.85,29.55
257,30.85,29.55
562,30.85,29.55
123,30.85,29.55
397,30.85,29.55
621,30.85,29.55
366,30.85,29.55
150,30.85,29.55
668,30.85,29.55
164,30.85,29.55
576,30.85,29.55
396,30.85,29.55
525,30.85,29.55
345,30.83,29.55
492,30.83,29.55
716,30.83,29.55
460,30.83,29.55
673,30.83,29.55
583,30.83,29.55
775,30.83,29.55
610,30.83,29.55
546,30.83,29.55
445,30.83,29.55
658,30.83,29.55
429,30.83,29.55
674,30.83,29.55
648,30.83,29.55
640,30.83,29.55
611,30.83,29.55
829,30.83,29.55
195,30.83,29.55
844,30.83,29.55
706,30.83,29.55
323,30.83,29.55
728,30.83,29.55
354,30.83,29.55
884,30.83,29.39
361,30.83,29.39
594,30.83,29.39
397,30.83,29.39
598,30.83,29.39
736,30.83,29.39
439,30.83,29.39
832,30.83,29.39
484,30.83,29.39
585,30.83,29.39
214,30.83,29.39
735,30.83,29.39
597,30.83,29.39
