,º§Æ®Ã³Áü,
[2023/05/31] 23:46:21,109.000000,
[2023/05/31] 23:46:22,99.000000,
[2023/05/31] 23:46:23,113.000000,
[2023/05/31] 23:46:24,112.000000,
[2023/05/31] 23:46:25,105.000000,
[2023/05/31] 23:46:26,105.000000,
[2023/05/31] 23:46:27,115.000000,
[2023/05/31] 23:46:28,111.000000,
[2023/05/31] 23:46:29,108.000000,
[2023/05/31] 23:46:30,100.000000,
[2023/05/31] 23:46:31,109.000000,
[2023/05/31] 23:46:32,105.000000,
[2023/05/31] 23:46:33,111.000000,
[2023/05/31] 23:46:34,108.000000,
[2023/05/31] 23:46:35,109.000000,
[2023/05/31] 23:46:36,113.000000,
[2023/05/31] 23:46:37,109.000000,
[2023/05/31] 23:46:38,107.000000,
[2023/05/31] 23:46:39,101.000000,
[2023/05/31] 23:46:40,116.000000,
[2023/05/31] 23:46:41,111.000000,
[2023/05/31] 23:46:42,104.000000,
[2023/05/31] 23:46:43,102.000000,
[2023/05/31] 23:46:44,116.000000,
[2023/05/31] 23:46:45,111.000000,
[2023/05/31] 23:46:46,104.000000,
[2023/05/31] 23:46:47,104.000000,
[2023/05/31] 23:46:48,117.000000,
[2023/05/31] 23:46:49,111.000000,
[2023/05/31] 23:46:50,111.000000,
[2023/05/31] 23:46:51,107.000000,
[2023/05/31] 23:46:52,111.000000,
[2023/05/31] 23:46:53,100.000000,
[2023/05/31] 23:46:54,111.000000,
[2023/05/31] 23:46:55,106.000000,
[2023/05/31] 23:46:56,110.000000,
[2023/05/31] 23:46:57,106.000000,
[2023/05/31] 23:46:58,101.000000,
[2023/05/31] 23:46:59,118.000000,
[2023/05/31] 23:47:00,109.000000,
[2023/05/31] 23:47:01,103.000000,
[2023/05/31] 23:47:02,113.000000,
[2023/05/31] 23:47:03,114.000000,
[2023/05/31] 23:47:04,110.000000,
[2023/05/31] 23:47:05,102.000000,
[2023/05/31] 23:47:06,104.000000,
[2023/05/31] 23:47:07,114.000000,
[2023/05/31] 23:47:08,112.000000,
[2023/05/31] 23:47:09,103.000000,
[2023/05/31] 23:47:10,109.000000,
[2023/05/31] 23:47:11,101.000000,
[2023/05/31] 23:47:12,110.000000,
[2023/05/31] 23:47:13,104.000000,
[2023/05/31] 23:47:14,101.000000,
[2023/05/31] 23:47:15,108.000000,
[2023/05/31] 23:47:16,107.000000,
[2023/05/31] 23:47:17,108.000000,
[2023/05/31] 23:47:18,109.000000,
[2023/05/31] 23:47:19,102.000000,
[2023/05/31] 23:47:20,117.000000,
[2023/05/31] 23:47:21,106.000000,
[2023/05/31] 23:47:22,105.000000,
[2023/05/31] 23:47:23,112.000000,
[2023/05/31] 23:47:24,106.000000,
[2023/05/31] 23:47:25,111.000000,
[2023/05/31] 23:47:26,112.000000,
[2023/05/31] 23:47:27,108.000000,
[2023/05/31] 23:47:28,112.000000,
[2023/05/31] 23:47:29,101.000000,
[2023/05/31] 23:47:30,106.000000,
[2023/05/31] 23:47:31,104.000000,
[2023/05/31] 23:47:32,107.000000,
[2023/05/31] 23:47:33,111.000000,
[2023/05/31] 23:47:34,103.000000,
[2023/05/31] 23:47:35,113.000000,
[2023/05/31] 23:47:36,107.000000,
[2023/05/31] 23:47:37,107.000000,
[2023/05/31] 23:47:38,112.000000,
[2023/05/31] 23:47:39,108.000000,
[2023/05/31] 23:47:40,108.000000,
[2023/05/31] 23:47:41,101.000000,
[2023/05/31] 23:47:42,109.000000,
[2023/05/31] 23:47:43,104.000000,
[2023/05/31] 23:47:44,100.000000,
[2023/05/31] 23:47:45,120.000000,
[2023/05/31] 23:47:46,114.000000,
[2023/05/31] 23:47:47,103.000000,
[2023/05/31] 23:47:48,98.000000,
[2023/05/31] 23:47:49,113.000000,
[2023/05/31] 23:47:50,108.000000,
[2023/05/31] 23:47:51,102.000000,
[2023/05/31] 23:47:52,106.000000,
[2023/05/31] 23:47:53,101.000000,
[2023/05/31] 23:47:54,113.000000,
[2023/05/31] 23:47:55,109.000000,
[2023/05/31] 23:47:56,102.000000,
[2023/05/31] 23:47:57,108.000000,
[2023/05/31] 23:47:58,106.000000,
[2023/05/31] 23:47:59,100.000000,
[2023/05/31] 23:48:00,114.000000,
[2023/05/31] 23:48:01,109.000000,
[2023/05/31] 23:48:02,106.000000,
[2023/05/31] 23:48:03,118.000000,
[2023/05/31] 23:48:04,114.000000,
[2023/05/31] 23:48:05,114.000000,
[2023/05/31] 23:48:06,114.000000,
[2023/05/31] 23:48:07,106.000000,
[2023/05/31] 23:48:08,99.000000,
[2023/05/31] 23:48:09,103.000000,
[2023/05/31] 23:48:10,113.000000,
[2023/05/31] 23:48:11,103.000000,
[2023/05/31] 23:48:12,111.000000,
[2023/05/31] 23:48:13,112.000000,
[2023/05/31] 23:48:14,110.000000,
[2023/05/31] 23:48:15,107.000000,
[2023/05/31] 23:48:16,112.000000,
[2023/05/31] 23:48:17,107.000000,
[2023/05/31] 23:48:18,109.000000,
[2023/05/31] 23:48:19,102.000000,
[2023/05/31] 23:48:20,112.000000,
[2023/05/31] 23:48:21,107.000000,
[2023/05/31] 23:48:22,108.000000,
[2023/05/31] 23:48:23,98.000000,
[2023/05/31] 23:48:24,116.000000,
[2023/05/31] 23:48:25,108.000000,
[2023/05/31] 23:48:26,106.000000,
[2023/05/31] 23:48:27,104.000000,
[2023/05/31] 23:48:28,118.000000,
[2023/05/31] 23:48:29,111.000000,
[2023/05/31] 23:48:30,106.000000,
[2023/05/31] 23:48:31,104.000000,
[2023/05/31] 23:48:32,116.000000,
[2023/05/31] 23:48:33,108.000000,
[2023/05/31] 23:48:34,103.000000,
[2023/05/31] 23:48:35,105.000000,
[2023/05/31] 23:48:36,107.000000,
[2023/05/31] 23:48:37,103.000000,
[2023/05/31] 23:48:38,111.000000,
[2023/05/31] 23:48:39,101.000000,
[2023/05/31] 23:48:40,108.000000,
[2023/05/31] 23:48:41,110.000000,
[2023/05/31] 23:48:42,105.000000,
[2023/05/31] 23:48:43,104.000000,
[2023/05/31] 23:48:44,108.000000,
[2023/05/31] 23:48:45,107.000000,
[2023/05/31] 23:48:46,103.000000,
[2023/05/31] 23:48:47,102.000000,
[2023/05/31] 23:48:48,114.000000,
[2023/05/31] 23:48:49,107.000000,
[2023/05/31] 23:48:50,100.000000,
[2023/05/31] 23:48:51,114.000000,
[2023/05/31] 23:48:52,111.000000,
[2023/05/31] 23:48:53,105.000000,
[2023/05/31] 23:48:54,116.000000,
[2023/05/31] 23:48:55,114.000000,
[2023/05/31] 23:48:56,114.000000,
[2023/05/31] 23:48:57,106.000000,
[2023/05/31] 23:48:58,105.000000,
[2023/05/31] 23:48:59,99.000000,
[2023/05/31] 23:49:00,115.000000,
[2023/05/31] 23:49:01,110.000000,
[2023/05/31] 23:49:02,104.000000,
[2023/05/31] 23:49:03,109.000000,
[2023/05/31] 23:49:04,106.000000,
[2023/05/31] 23:49:05,108.000000,
[2023/05/31] 23:49:06,106.000000,
[2023/05/31] 23:49:07,99.000000,
[2023/05/31] 23:49:08,116.000000,
[2023/05/31] 23:49:09,113.000000,
[2023/05/31] 23:49:10,102.000000,
[2023/05/31] 23:49:11,105.000000,
[2023/05/31] 23:49:12,105.000000,
[2023/05/31] 23:49:13,115.000000,
[2023/05/31] 23:49:14,107.000000,
[2023/05/31] 23:49:15,100.000000,
[2023/05/31] 23:49:16,103.000000,
[2023/05/31] 23:49:17,99.000000,
[2023/05/31] 23:49:18,118.000000,
[2023/05/31] 23:49:19,110.000000,
[2023/05/31] 23:49:20,102.000000,
[2023/05/31] 23:49:21,111.000000,
[2023/05/31] 23:49:22,110.000000,
[2023/05/31] 23:49:23,114.000000,
[2023/05/31] 23:49:24,110.000000,
[2023/05/31] 23:49:25,100.000000,
[2023/05/31] 23:49:26,102.000000,
[2023/05/31] 23:49:27,104.000000,
[2023/05/31] 23:49:28,100.000000,
[2023/05/31] 23:49:29,111.000000,
[2023/05/31] 23:49:30,107.000000,
[2023/05/31] 23:49:31,116.000000,
[2023/05/31] 23:49:32,108.000000,
[2023/05/31] 23:49:33,111.000000,
[2023/05/31] 23:49:34,107.000000,
[2023/05/31] 23:49:35,101.000000,
[2023/05/31] 23:49:36,101.000000,
[2023/05/31] 23:49:37,117.000000,
[2023/05/31] 23:49:38,113.000000,
[2023/05/31] 23:49:39,109.000000,
[2023/05/31] 23:49:40,109.000000,
[2023/05/31] 23:49:41,100.000000,
[2023/05/31] 23:49:42,108.000000,
[2023/05/31] 23:49:43,110.000000,
[2023/05/31] 23:49:44,100.000000,
[2023/05/31] 23:49:45,113.000000,
[2023/05/31] 23:49:46,110.000000,
[2023/05/31] 23:49:47,108.000000,
[2023/05/31] 23:49:48,110.000000,
[2023/05/31] 23:49:49,111.000000,
[2023/05/31] 23:49:50,100.000000,
[2023/05/31] 23:49:51,109.000000,
[2023/05/31] 23:49:52,110.000000,
[2023/05/31] 23:49:53,104.000000,
[2023/05/31] 23:49:54,113.000000,
[2023/05/31] 23:49:55,104.000000,
[2023/05/31] 23:49:56,109.000000,
[2023/05/31] 23:49:57,108.000000,
[2023/05/31] 23:49:58,104.000000,
[2023/05/31] 23:49:59,108.000000,
[2023/05/31] 23:50:00,99.000000,
[2023/05/31] 23:50:01,121.000000,
[2023/05/31] 23:50:02,107.000000,
[2023/05/31] 23:50:03,107.000000,
[2023/05/31] 23:50:04,110.000000,
[2023/05/31] 23:50:05,103.000000,
[2023/05/31] 23:50:06,102.000000,
[2023/05/31] 23:50:07,104.000000,
[2023/05/31] 23:50:08,107.000000,
[2023/05/31] 23:50:09,107.000000,
[2023/05/31] 23:50:10,101.000000,
[2023/05/31] 23:50:11,100.000000,
[2023/05/31] 23:50:12,108.000000,
[2023/05/31] 23:50:13,103.000000,
[2023/05/31] 23:50:14,110.000000,
[2023/05/31] 23:50:15,118.000000,
[2023/05/31] 23:50:16,109.000000,
[2023/05/31] 23:50:17,108.000000,
[2023/05/31] 23:50:18,107.000000,
[2023/05/31] 23:50:19,118.000000,
[2023/05/31] 23:50:20,106.000000,
[2023/05/31] 23:50:21,117.000000,
[2023/05/31] 23:50:22,114.000000,
[2023/05/31] 23:50:23,106.000000,
[2023/05/31] 23:50:24,107.000000,
[2023/05/31] 23:50:25,102.000000,
[2023/05/31] 23:50:26,119.000000,
[2023/05/31] 23:50:27,101.000000,
[2023/05/31] 23:50:28,103.000000,
[2023/05/31] 23:50:29,103.000000,
[2023/05/31] 23:50:30,114.000000,
[2023/05/31] 23:50:31,107.000000,
[2023/05/31] 23:50:32,110.000000,
[2023/05/31] 23:50:33,102.000000,
[2023/05/31] 23:50:34,101.000000,
[2023/05/31] 23:50:35,112.000000,
[2023/05/31] 23:50:36,111.000000,
[2023/05/31] 23:50:37,110.000000,
[2023/05/31] 23:50:38,107.000000,
[2023/05/31] 23:50:39,106.000000,
[2023/05/31] 23:50:40,106.000000,
[2023/05/31] 23:50:41,110.000000,
[2023/05/31] 23:50:42,101.000000,
[2023/05/31] 23:50:43,114.000000,
[2023/05/31] 23:50:44,108.000000,
[2023/05/31] 23:50:45,108.000000,
[2023/05/31] 23:50:46,110.000000,
[2023/05/31] 23:50:47,105.000000,
[2023/05/31] 23:50:48,106.000000,
[2023/05/31] 23:50:49,109.000000,
[2023/05/31] 23:50:50,110.000000,
[2023/05/31] 23:50:51,105.000000,
[2023/05/31] 23:50:52,102.000000,
[2023/05/31] 23:50:53,114.000000,
[2023/05/31] 23:50:54,105.000000,
[2023/05/31] 23:50:55,113.000000,
[2023/05/31] 23:50:56,117.000000,
[2023/05/31] 23:50:57,112.000000,
[2023/05/31] 23:50:58,104.000000,
[2023/05/31] 23:50:59,108.000000,
[2023/05/31] 23:51:00,104.000000,
[2023/05/31] 23:51:01,104.000000,
[2023/05/31] 23:51:02,106.000000,
[2023/05/31] 23:51:03,107.000000,
[2023/05/31] 23:51:04,101.000000,
[2023/05/31] 23:51:05,110.000000,
[2023/05/31] 23:51:06,101.000000,
[2023/05/31] 23:51:07,110.000000,
[2023/05/31] 23:51:08,99.000000,
[2023/05/31] 23:51:09,115.000000,
[2023/05/31] 23:51:10,111.000000,
[2023/05/31] 23:51:11,108.000000,
[2023/05/31] 23:51:12,108.000000,
[2023/05/31] 23:51:13,106.000000,
[2023/05/31] 23:51:14,119.000000,
[2023/05/31] 23:51:15,110.000000,
[2023/05/31] 23:51:16,101.000000,
[2023/05/31] 23:51:17,99.000000,
[2023/05/31] 23:51:18,111.000000,
[2023/05/31] 23:51:19,110.000000,
[2023/05/31] 23:51:20,108.000000,
[2023/05/31] 23:51:21,108.000000,
[2023/05/31] 23:51:22,120.000000,
[2023/05/31] 23:51:23,104.000000,
[2023/05/31] 23:51:24,112.000000,
[2023/05/31] 23:51:25,106.000000,
[2023/05/31] 23:51:26,107.000000,
[2023/05/31] 23:51:27,113.000000,
[2023/05/31] 23:51:28,114.000000,
[2023/05/31] 23:51:29,107.000000,
[2023/05/31] 23:51:30,100.000000,
[2023/05/31] 23:51:31,102.000000,
[2023/05/31] 23:51:32,113.000000,
[2023/05/31] 23:51:33,109.000000,
[2023/05/31] 23:51:34,113.000000,
[2023/05/31] 23:51:35,109.000000,
[2023/05/31] 23:51:36,97.000000,
[2023/05/31] 23:51:37,115.000000,
[2023/05/31] 23:51:38,109.000000,
[2023/05/31] 23:51:39,104.000000,
[2023/05/31] 23:51:40,98.000000,
[2023/05/31] 23:51:41,115.000000,
[2023/05/31] 23:51:42,111.000000,
[2023/05/31] 23:51:43,111.000000,
[2023/05/31] 23:51:44,102.000000,
[2023/05/31] 23:51:45,115.000000,
[2023/05/31] 23:51:46,109.000000,
[2023/05/31] 23:51:47,108.000000,
[2023/05/31] 23:51:48,103.000000,
[2023/05/31] 23:51:49,100.000000,
[2023/05/31] 23:51:50,119.000000,
[2023/05/31] 23:51:51,114.000000,
[2023/05/31] 23:51:52,115.000000,
[2023/05/31] 23:51:53,106.000000,
[2023/05/31] 23:51:54,106.000000,
[2023/05/31] 23:51:55,105.000000,
[2023/05/31] 23:51:56,117.000000,
[2023/05/31] 23:51:57,109.000000,
[2023/05/31] 23:51:58,109.000000,
[2023/05/31] 23:51:59,108.000000,
[2023/05/31] 23:52:00,105.000000,
[2023/05/31] 23:52:01,103.000000,
[2023/05/31] 23:52:02,101.000000,
[2023/05/31] 23:52:03,109.000000,
[2023/05/31] 23:52:04,109.000000,
[2023/05/31] 23:52:05,112.000000,
[2023/05/31] 23:52:06,107.000000,
[2023/05/31] 23:52:07,108.000000,
[2023/05/31] 23:52:08,103.000000,
[2023/05/31] 23:52:09,111.000000,
[2023/05/31] 23:52:10,110.000000,
[2023/05/31] 23:52:11,102.000000,
[2023/05/31] 23:52:12,100.000000,
[2023/05/31] 23:52:13,101.000000,
[2023/05/31] 23:52:14,119.000000,
[2023/05/31] 23:52:15,107.000000,
[2023/05/31] 23:52:16,110.000000,
[2023/05/31] 23:52:17,106.000000,
[2023/05/31] 23:52:18,104.000000,
[2023/05/31] 23:52:19,114.000000,
[2023/05/31] 23:52:20,110.000000,
[2023/05/31] 23:52:21,108.000000,
[2023/05/31] 23:52:22,107.000000,
[2023/05/31] 23:52:23,102.000000,
[2023/05/31] 23:52:24,112.000000,
[2023/05/31] 23:52:25,111.000000,
[2023/05/31] 23:52:26,101.000000,
[2023/05/31] 23:52:27,116.000000,
[2023/05/31] 23:52:28,110.000000,
[2023/05/31] 23:52:29,106.000000,
[2023/05/31] 23:52:30,101.000000,
[2023/05/31] 23:52:31,114.000000,
[2023/05/31] 23:52:32,113.000000,
[2023/05/31] 23:52:33,105.000000,
[2023/05/31] 23:52:34,105.000000,
[2023/05/31] 23:52:35,116.000000,
[2023/05/31] 23:52:36,106.000000,
[2023/05/31] 23:52:37,108.000000,
[2023/05/31] 23:52:38,104.000000,
[2023/05/31] 23:52:39,100.000000,
[2023/05/31] 23:52:40,113.000000,
[2023/05/31] 23:52:41,110.000000,
[2023/05/31] 23:52:42,108.000000,
[2023/05/31] 23:52:43,103.000000,
[2023/05/31] 23:52:44,111.000000,
[2023/05/31] 23:52:45,104.000000,
[2023/05/31] 23:52:46,103.000000,
[2023/05/31] 23:52:47,100.000000,
[2023/05/31] 23:52:48,105.000000,
[2023/05/31] 23:52:49,111.000000,
[2023/05/31] 23:52:50,109.000000,
[2023/05/31] 23:52:51,104.000000,
[2023/05/31] 23:52:52,113.000000,
[2023/05/31] 23:52:53,106.000000,
[2023/05/31] 23:52:54,102.000000,
[2023/05/31] 23:52:55,111.000000,
[2023/05/31] 23:52:56,110.000000,
[2023/05/31] 23:52:57,110.000000,
[2023/05/31] 23:52:58,116.000000,
[2023/05/31] 23:52:59,107.000000,
[2023/05/31] 23:53:00,112.000000,
[2023/05/31] 23:53:01,98.000000,
[2023/05/31] 23:53:02,110.000000,
[2023/05/31] 23:53:03,111.000000,
[2023/05/31] 23:53:04,110.000000,
[2023/05/31] 23:53:05,106.000000,
[2023/05/31] 23:53:06,104.000000,
[2023/05/31] 23:53:07,115.000000,
[2023/05/31] 23:53:08,109.000000,
[2023/05/31] 23:53:09,103.000000,
[2023/05/31] 23:53:10,107.000000,
[2023/05/31] 23:53:11,106.000000,
[2023/05/31] 23:53:12,114.000000,
[2023/05/31] 23:53:13,108.000000,
[2023/05/31] 23:53:14,111.000000,
[2023/05/31] 23:53:15,102.000000,
[2023/05/31] 23:53:16,115.000000,
[2023/05/31] 23:53:17,106.000000,
[2023/05/31] 23:53:18,104.000000,
[2023/05/31] 23:53:19,106.000000,
[2023/05/31] 23:53:20,111.000000,
[2023/05/31] 23:53:21,106.000000,
[2023/05/31] 23:53:22,107.000000,
[2023/05/31] 23:53:23,101.000000,
[2023/05/31] 23:53:24,108.000000,
[2023/05/31] 23:53:25,103.000000,
[2023/05/31] 23:53:26,103.000000,
[2023/05/31] 23:53:27,103.000000,
[2023/05/31] 23:53:28,114.000000,
[2023/05/31] 23:53:29,108.000000,
[2023/05/31] 23:53:30,114.000000,
[2023/05/31] 23:53:31,109.000000,
[2023/05/31] 23:53:32,106.000000,
[2023/05/31] 23:53:33,120.000000,
[2023/05/31] 23:53:34,113.000000,
[2023/05/31] 23:53:35,112.000000,
[2023/05/31] 23:53:36,106.000000,
[2023/05/31] 23:53:37,107.000000,
[2023/05/31] 23:53:38,109.000000,
[2023/05/31] 23:53:39,106.000000,
[2023/05/31] 23:53:40,115.000000,
[2023/05/31] 23:53:41,109.000000,
[2023/05/31] 23:53:42,108.000000,
[2023/05/31] 23:53:43,100.000000,
[2023/05/31] 23:53:44,115.000000,
[2023/05/31] 23:53:45,108.000000,
[2023/05/31] 23:53:46,101.000000,
[2023/05/31] 23:53:47,107.000000,
[2023/05/31] 23:53:48,110.000000,
[2023/05/31] 23:53:49,112.000000,
[2023/05/31] 23:53:50,108.000000,
[2023/05/31] 23:53:51,99.000000,
[2023/05/31] 23:53:52,112.000000,
[2023/05/31] 23:53:53,111.000000,
[2023/05/31] 23:53:54,107.000000,
[2023/05/31] 23:53:55,101.000000,
[2023/05/31] 23:53:56,110.000000,
[2023/05/31] 23:53:57,107.000000,
[2023/05/31] 23:53:58,106.000000,
[2023/05/31] 23:53:59,108.000000,
[2023/05/31] 23:54:00,104.000000,
[2023/05/31] 23:54:01,105.000000,
[2023/05/31] 23:54:02,98.000000,
[2023/05/31] 23:54:03,115.000000,
[2023/05/31] 23:54:04,110.000000,
[2023/05/31] 23:54:05,99.000000,
[2023/05/31] 23:54:06,108.000000,
[2023/05/31] 23:54:07,101.000000,
[2023/05/31] 23:54:08,109.000000,
[2023/05/31] 23:54:09,106.000000,
[2023/05/31] 23:54:10,100.000000,
[2023/05/31] 23:54:11,117.000000,
[2023/05/31] 23:54:12,105.000000,
[2023/05/31] 23:54:13,117.000000,
[2023/05/31] 23:54:14,105.000000,
[2023/05/31] 23:54:15,104.000000,
[2023/05/31] 23:54:16,100.000000,
[2023/05/31] 23:54:17,103.000000,
[2023/05/31] 23:54:18,99.000000,
[2023/05/31] 23:54:19,103.000000,
[2023/05/31] 23:54:20,100.000000,
[2023/05/31] 23:54:21,110.000000,
[2023/05/31] 23:54:22,113.000000,
[2023/05/31] 23:54:23,102.000000,
[2023/05/31] 23:54:24,104.000000,
[2023/05/31] 23:54:25,102.000000,
[2023/05/31] 23:54:26,97.000000,
[2023/05/31] 23:54:27,111.000000,
[2023/05/31] 23:54:28,107.000000,
[2023/05/31] 23:54:29,98.000000,
[2023/05/31] 23:54:30,103.000000,
[2023/05/31] 23:54:31,100.000000,
[2023/05/31] 23:54:32,109.000000,
[2023/05/31] 23:54:33,104.000000,
[2023/05/31] 23:54:34,101.000000,
[2023/05/31] 23:54:35,102.000000,
[2023/05/31] 23:54:36,111.000000,
[2023/05/31] 23:54:37,107.000000,
[2023/05/31] 23:54:38,96.000000,
[2023/05/31] 23:54:39,106.000000,
[2023/05/31] 23:54:40,103.000000,
[2023/05/31] 23:54:41,103.000000,
[2023/05/31] 23:54:42,105.000000,
[2023/05/31] 23:54:43,105.000000,
[2023/05/31] 23:54:44,111.000000,
[2023/05/31] 23:54:45,98.000000,
[2023/05/31] 23:54:46,102.000000,
[2023/05/31] 23:54:47,109.000000,
[2023/05/31] 23:54:48,109.000000,
[2023/05/31] 23:54:49,107.000000,
[2023/05/31] 23:54:50,105.000000,
[2023/05/31] 23:54:51,103.000000,
[2023/05/31] 23:54:52,100.000000,
[2023/05/31] 23:54:53,113.000000,
[2023/05/31] 23:54:54,106.000000,
[2023/05/31] 23:54:55,100.000000,
[2023/05/31] 23:54:56,113.000000,
[2023/05/31] 23:54:57,106.000000,
[2023/05/31] 23:54:58,105.000000,
[2023/05/31] 23:54:59,104.000000,
[2023/05/31] 23:55:00,111.000000,
[2023/05/31] 23:55:01,104.000000,
[2023/05/31] 23:55:02,105.000000,
[2023/05/31] 23:55:03,108.000000,
[2023/05/31] 23:55:04,106.000000,
[2023/05/31] 23:55:05,114.000000,
[2023/05/31] 23:55:06,112.000000,
[2023/05/31] 23:55:07,107.000000,
[2023/05/31] 23:55:08,104.000000,
[2023/05/31] 23:55:09,108.000000,
[2023/05/31] 23:55:10,110.000000,
[2023/05/31] 23:55:11,105.000000,
[2023/05/31] 23:55:12,100.000000,
[2023/05/31] 23:55:13,105.000000,
[2023/05/31] 23:55:14,103.000000,
[2023/05/31] 23:55:15,96.000000,
[2023/05/31] 23:55:16,102.000000,
[2023/05/31] 23:55:17,114.000000,
[2023/05/31] 23:55:18,109.000000,
[2023/05/31] 23:55:19,104.000000,
[2023/05/31] 23:55:20,98.000000,
[2023/05/31] 23:55:21,111.000000,
[2023/05/31] 23:55:22,105.000000,
[2023/05/31] 23:55:23,99.000000,
[2023/05/31] 23:55:24,110.000000,
[2023/05/31] 23:55:25,109.000000,
[2023/05/31] 23:55:26,99.000000,
[2023/05/31] 23:55:27,107.000000,
[2023/05/31] 23:55:28,107.000000,
[2023/05/31] 23:55:29,103.000000,
[2023/05/31] 23:55:30,113.000000,
[2023/05/31] 23:55:31,108.000000,
[2023/05/31] 23:55:32,107.000000,
[2023/05/31] 23:55:33,106.000000,
[2023/05/31] 23:55:34,101.000000,
[2023/05/31] 23:55:35,112.000000,
[2023/05/31] 23:55:36,111.000000,
[2023/05/31] 23:55:37,106.000000,
[2023/05/31] 23:55:38,106.000000,
[2023/05/31] 23:55:39,102.000000,
[2023/05/31] 23:55:40,111.000000,
[2023/05/31] 23:55:41,108.000000,
[2023/05/31] 23:55:42,106.000000,
[2023/05/31] 23:55:43,97.000000,
[2023/05/31] 23:55:44,110.000000,
[2023/05/31] 23:55:45,105.000000,
[2023/05/31] 23:55:46,105.000000,
[2023/05/31] 23:55:47,101.000000,
[2023/05/31] 23:55:48,105.000000,
[2023/05/31] 23:55:49,111.000000,
[2023/05/31] 23:55:50,110.000000,
[2023/05/31] 23:55:51,100.000000,
[2023/05/31] 23:55:52,109.000000,
[2023/05/31] 23:55:53,108.000000,
[2023/05/31] 23:55:54,107.000000,
[2023/05/31] 23:55:55,98.000000,
[2023/05/31] 23:55:56,114.000000,
[2023/05/31] 23:55:57,105.000000,
[2023/05/31] 23:55:58,107.000000,
[2023/05/31] 23:55:59,103.000000,
[2023/05/31] 23:56:00,115.000000,
[2023/05/31] 23:56:01,107.000000,
[2023/05/31] 23:56:02,106.000000,
[2023/05/31] 23:56:03,110.000000,
[2023/05/31] 23:56:04,106.000000,
[2023/05/31] 23:56:05,97.000000,
[2023/05/31] 23:56:06,116.000000,
[2023/05/31] 23:56:07,113.000000,
[2023/05/31] 23:56:08,106.000000,
[2023/05/31] 23:56:09,110.000000,
[2023/05/31] 23:56:10,110.000000,
[2023/05/31] 23:56:11,106.000000,
[2023/05/31] 23:56:12,105.000000,
[2023/05/31] 23:56:13,105.000000,
[2023/05/31] 23:56:14,103.000000,
[2023/05/31] 23:56:15,109.000000,
[2023/05/31] 23:56:16,108.000000,
[2023/05/31] 23:56:17,105.000000,
[2023/05/31] 23:56:18,100.000000,
[2023/05/31] 23:56:19,117.000000,
[2023/05/31] 23:56:20,100.000000,
[2023/05/31] 23:56:21,102.000000,
[2023/05/31] 23:56:22,114.000000,
[2023/05/31] 23:56:23,106.000000,
[2023/05/31] 23:56:24,107.000000,
[2023/05/31] 23:56:25,100.000000,
[2023/05/31] 23:56:26,107.000000,
[2023/05/31] 23:56:27,105.000000,
[2023/05/31] 23:56:28,101.000000,
[2023/05/31] 23:56:29,98.000000,
[2023/05/31] 23:56:30,111.000000,
[2023/05/31] 23:56:31,105.000000,
[2023/05/31] 23:56:32,106.000000,
[2023/05/31] 23:56:33,103.000000,
[2023/05/31] 23:56:34,112.000000,
[2023/05/31] 23:56:35,111.000000,
[2023/05/31] 23:56:36,110.000000,
[2023/05/31] 23:56:37,107.000000,
[2023/05/31] 23:56:38,97.000000,
[2023/05/31] 23:56:39,112.000000,
[2023/05/31] 23:56:40,105.000000,
[2023/05/31] 23:56:41,116.000000,
[2023/05/31] 23:56:42,107.000000,
[2023/05/31] 23:56:43,110.000000,
[2023/05/31] 23:56:44,98.000000,
[2023/05/31] 23:56:45,109.000000,
[2023/05/31] 23:56:46,105.000000,
[2023/05/31] 23:56:47,103.000000,
[2023/05/31] 23:56:48,117.000000,
[2023/05/31] 23:56:49,108.000000,
[2023/05/31] 23:56:50,108.000000,
[2023/05/31] 23:56:51,98.000000,
[2023/05/31] 23:56:52,104.000000,
[2023/05/31] 23:56:53,101.000000,
[2023/05/31] 23:56:54,117.000000,
[2023/05/31] 23:56:55,106.000000,
[2023/05/31] 23:56:56,103.000000,
[2023/05/31] 23:56:57,102.000000,
[2023/05/31] 23:56:58,107.000000,
[2023/05/31] 23:56:59,106.000000,
[2023/05/31] 23:57:00,106.000000,
[2023/05/31] 23:57:01,104.000000,
[2023/05/31] 23:57:02,110.000000,
[2023/05/31] 23:57:03,108.000000,
[2023/05/31] 23:57:04,104.000000,
[2023/05/31] 23:57:05,108.000000,
[2023/05/31] 23:57:06,99.000000,
[2023/05/31] 23:57:07,115.000000,
[2023/05/31] 23:57:08,108.000000,
[2023/05/31] 23:57:09,108.000000,
[2023/05/31] 23:57:10,111.000000,
[2023/05/31] 23:57:11,108.000000,
[2023/05/31] 23:57:12,106.000000,
[2023/05/31] 23:57:13,109.000000,
[2023/05/31] 23:57:14,113.000000,
[2023/05/31] 23:57:15,103.000000,
[2023/05/31] 23:57:16,102.000000,
[2023/05/31] 23:57:17,115.000000,
[2023/05/31] 23:57:18,111.000000,
[2023/05/31] 23:57:19,113.000000,
[2023/05/31] 23:57:20,116.000000,
[2023/05/31] 23:57:21,108.000000,
[2023/05/31] 23:57:22,107.000000,
[2023/05/31] 23:57:23,102.000000,
[2023/05/31] 23:57:24,107.000000,
[2023/05/31] 23:57:25,106.000000,
