,º§Æ®Ã³Áü,
[2023/06/01] 16:26:43,185.000000,
[2023/06/01] 16:26:44,149.000000,
[2023/06/01] 16:26:45,158.000000,
[2023/06/01] 16:26:46,180.000000,
[2023/06/01] 16:26:47,154.000000,
[2023/06/01] 16:26:48,162.000000,
[2023/06/01] 16:26:49,171.000000,
[2023/06/01] 16:26:50,149.000000,
[2023/06/01] 16:26:51,155.000000,
[2023/06/01] 16:26:52,160.000000,
[2023/06/01] 16:26:53,157.000000,
[2023/06/01] 16:26:54,160.000000,
[2023/06/01] 16:26:55,168.000000,
[2023/06/01] 16:26:56,149.000000,
[2023/06/01] 16:26:57,153.000000,
[2023/06/01] 16:26:58,160.000000,
[2023/06/01] 16:26:59,173.000000,
[2023/06/01] 16:27:00,152.000000,
[2023/06/01] 16:27:01,150.000000,
[2023/06/01] 16:27:02,163.000000,
[2023/06/01] 16:27:03,156.000000,
[2023/06/01] 16:27:04,164.000000,
[2023/06/01] 16:27:05,184.000000,
[2023/06/01] 16:27:06,150.000000,
[2023/06/01] 16:27:07,159.000000,
[2023/06/01] 16:27:08,172.000000,
[2023/06/01] 16:27:09,178.000000,
[2023/06/01] 16:27:10,160.000000,
[2023/06/01] 16:27:11,158.000000,
[2023/06/01] 16:27:12,170.000000,
[2023/06/01] 16:27:13,152.000000,
[2023/06/01] 16:27:14,169.000000,
[2023/06/01] 16:27:15,173.000000,
[2023/06/01] 16:27:16,157.000000,
[2023/06/01] 16:27:17,163.000000,
[2023/06/01] 16:27:18,168.000000,
[2023/06/01] 16:27:19,148.000000,
[2023/06/01] 16:27:20,161.000000,
[2023/06/01] 16:27:21,162.000000,
[2023/06/01] 16:27:22,185.000000,
[2023/06/01] 16:27:23,150.000000,
[2023/06/01] 16:27:24,153.000000,
[2023/06/01] 16:27:25,148.000000,
[2023/06/01] 16:27:26,155.000000,
[2023/06/01] 16:27:27,164.000000,
[2023/06/01] 16:27:28,180.000000,
[2023/06/01] 16:27:29,159.000000,
[2023/06/01] 16:27:30,155.000000,
[2023/06/01] 16:27:31,155.000000,
[2023/06/01] 16:27:32,174.000000,
[2023/06/01] 16:27:33,152.000000,
[2023/06/01] 16:27:34,158.000000,
[2023/06/01] 16:27:35,182.000000,
[2023/06/01] 16:27:36,170.000000,
[2023/06/01] 16:27:37,145.000000,
[2023/06/01] 16:27:38,152.000000,
[2023/06/01] 16:27:39,158.000000,
[2023/06/01] 16:27:40,158.000000,
[2023/06/01] 16:27:41,181.000000,
[2023/06/01] 16:27:42,152.000000,
[2023/06/01] 16:27:43,152.000000,
[2023/06/01] 16:27:44,159.000000,
[2023/06/01] 16:27:45,161.000000,
[2023/06/01] 16:27:46,154.000000,
[2023/06/01] 16:27:47,168.000000,
[2023/06/01] 16:27:48,151.000000,
[2023/06/01] 16:27:49,155.000000,
[2023/06/01] 16:27:50,167.000000,
[2023/06/01] 16:27:51,169.000000,
[2023/06/01] 16:27:52,162.000000,
[2023/06/01] 16:27:53,151.000000,
[2023/06/01] 16:27:54,160.000000,
[2023/06/01] 16:27:55,155.000000,
[2023/06/01] 16:27:56,156.000000,
[2023/06/01] 16:27:57,159.000000,
[2023/06/01] 16:27:58,178.000000,
[2023/06/01] 16:27:59,150.000000,
[2023/06/01] 16:28:00,153.000000,
[2023/06/01] 16:28:01,161.000000,
[2023/06/01] 16:28:02,186.000000,
[2023/06/01] 16:28:03,149.000000,
[2023/06/01] 16:28:04,161.000000,
[2023/06/01] 16:28:05,168.000000,
[2023/06/01] 16:28:06,151.000000,
[2023/06/01] 16:28:07,182.000000,
[2023/06/01] 16:28:08,148.000000,
[2023/06/01] 16:28:09,155.000000,
[2023/06/01] 16:28:10,171.000000,
[2023/06/01] 16:28:11,174.000000,
[2023/06/01] 16:28:12,151.000000,
[2023/06/01] 16:28:13,152.000000,
[2023/06/01] 16:28:14,167.000000,
[2023/06/01] 16:28:15,174.000000,
[2023/06/01] 16:28:16,191.000000,
[2023/06/01] 16:28:17,183.000000,
[2023/06/01] 16:28:18,147.000000,
[2023/06/01] 16:28:19,158.000000,
[2023/06/01] 16:28:20,168.000000,
[2023/06/01] 16:28:21,172.000000,
[2023/06/01] 16:28:22,154.000000,
[2023/06/01] 16:28:23,170.000000,
[2023/06/01] 16:28:24,188.000000,
[2023/06/01] 16:28:25,149.000000,
[2023/06/01] 16:28:26,157.000000,
[2023/06/01] 16:28:27,148.000000,
[2023/06/01] 16:28:28,157.000000,
[2023/06/01] 16:28:29,164.000000,
[2023/06/01] 16:28:30,171.000000,
[2023/06/01] 16:28:31,151.000000,
[2023/06/01] 16:28:32,150.000000,
[2023/06/01] 16:28:33,164.000000,
[2023/06/01] 16:28:34,180.000000,
[2023/06/01] 16:28:35,153.000000,
[2023/06/01] 16:28:36,157.000000,
[2023/06/01] 16:28:37,162.000000,
[2023/06/01] 16:28:38,146.000000,
[2023/06/01] 16:28:39,156.000000,
[2023/06/01] 16:28:40,149.000000,
[2023/06/01] 16:28:41,155.000000,
[2023/06/01] 16:28:42,187.000000,
[2023/06/01] 16:28:43,153.000000,
[2023/06/01] 16:28:44,185.000000,
[2023/06/01] 16:28:45,158.000000,
[2023/06/01] 16:28:46,163.000000,
[2023/06/01] 16:28:47,182.000000,
[2023/06/01] 16:28:48,145.000000,
[2023/06/01] 16:28:49,162.000000,
[2023/06/01] 16:28:50,164.000000,
[2023/06/01] 16:28:51,161.000000,
[2023/06/01] 16:28:52,170.000000,
[2023/06/01] 16:28:53,146.000000,
[2023/06/01] 16:28:54,157.000000,
[2023/06/01] 16:28:55,164.000000,
[2023/06/01] 16:28:56,183.000000,
[2023/06/01] 16:28:57,152.000000,
[2023/06/01] 16:28:58,164.000000,
[2023/06/01] 16:28:59,186.000000,
[2023/06/01] 16:29:00,188.000000,
[2023/06/01] 16:29:01,148.000000,
[2023/06/01] 16:29:02,154.000000,
[2023/06/01] 16:29:03,151.000000,
[2023/06/01] 16:29:04,164.000000,
[2023/06/01] 16:29:05,170.000000,
[2023/06/01] 16:29:06,177.000000,
[2023/06/01] 16:29:07,147.000000,
[2023/06/01] 16:29:08,161.000000,
[2023/06/01] 16:29:09,162.000000,
[2023/06/01] 16:29:10,181.000000,
[2023/06/01] 16:29:11,149.000000,
[2023/06/01] 16:29:12,156.000000,
[2023/06/01] 16:29:13,153.000000,
[2023/06/01] 16:29:14,168.000000,
[2023/06/01] 16:29:15,190.000000,
[2023/06/01] 16:29:16,149.000000,
[2023/06/01] 16:29:17,162.000000,
[2023/06/01] 16:29:18,178.000000,
[2023/06/01] 16:29:19,154.000000,
[2023/06/01] 16:29:20,159.000000,
[2023/06/01] 16:29:21,157.000000,
[2023/06/01] 16:29:22,177.000000,
[2023/06/01] 16:29:23,153.000000,
[2023/06/01] 16:29:24,174.000000,
[2023/06/01] 16:29:25,156.000000,
[2023/06/01] 16:29:26,162.000000,
[2023/06/01] 16:29:27,186.000000,
[2023/06/01] 16:29:28,149.000000,
[2023/06/01] 16:29:29,154.000000,
[2023/06/01] 16:29:30,183.000000,
[2023/06/01] 16:29:31,177.000000,
[2023/06/01] 16:29:32,158.000000,
[2023/06/01] 16:29:33,164.000000,
[2023/06/01] 16:29:34,168.000000,
[2023/06/01] 16:29:35,147.000000,
[2023/06/01] 16:29:36,157.000000,
[2023/06/01] 16:29:37,169.000000,
[2023/06/01] 16:29:38,166.000000,
[2023/06/01] 16:29:39,156.000000,
[2023/06/01] 16:29:40,153.000000,
[2023/06/01] 16:29:41,151.000000,
[2023/06/01] 16:29:42,167.000000,
[2023/06/01] 16:29:43,186.000000,
[2023/06/01] 16:29:44,150.000000,
[2023/06/01] 16:29:45,155.000000,
[2023/06/01] 16:29:46,163.000000,
[2023/06/01] 16:29:47,179.000000,
[2023/06/01] 16:29:48,148.000000,
[2023/06/01] 16:29:49,158.000000,
[2023/06/01] 16:29:50,161.000000,
[2023/06/01] 16:29:51,170.000000,
[2023/06/01] 16:29:52,167.000000,
[2023/06/01] 16:29:53,149.000000,
[2023/06/01] 16:29:54,165.000000,
[2023/06/01] 16:29:55,166.000000,
[2023/06/01] 16:29:56,150.000000,
[2023/06/01] 16:29:57,160.000000,
[2023/06/01] 16:29:58,171.000000,
[2023/06/01] 16:29:59,166.000000,
[2023/06/01] 16:30:00,155.000000,
[2023/06/01] 16:30:01,187.000000,
[2023/06/01] 16:30:02,152.000000,
[2023/06/01] 16:30:03,156.000000,
[2023/06/01] 16:30:04,175.000000,
[2023/06/01] 16:30:05,187.000000,
[2023/06/01] 16:30:06,150.000000,
[2023/06/01] 16:30:07,159.000000,
[2023/06/01] 16:30:08,185.000000,
[2023/06/01] 16:30:09,157.000000,
[2023/06/01] 16:30:10,158.000000,
[2023/06/01] 16:30:11,154.000000,
[2023/06/01] 16:30:12,163.000000,
[2023/06/01] 16:30:13,168.000000,
[2023/06/01] 16:30:14,165.000000,
[2023/06/01] 16:30:15,152.000000,
[2023/06/01] 16:30:16,158.000000,
[2023/06/01] 16:30:17,163.000000,
[2023/06/01] 16:30:18,181.000000,
[2023/06/01] 16:30:19,150.000000,
[2023/06/01] 16:30:20,153.000000,
[2023/06/01] 16:30:21,162.000000,
[2023/06/01] 16:30:22,157.000000,
[2023/06/01] 16:30:23,165.000000,
[2023/06/01] 16:30:24,178.000000,
[2023/06/01] 16:30:25,154.000000,
[2023/06/01] 16:30:26,760.000000,
[2023/06/01] 16:30:27,166.000000,
[2023/06/01] 16:30:28,173.000000,
[2023/06/01] 16:30:29,155.000000,
[2023/06/01] 16:30:30,170.000000,
[2023/06/01] 16:30:31,159.000000,
[2023/06/01] 16:30:32,156.000000,
[2023/06/01] 16:30:33,152.000000,
[2023/06/01] 16:30:34,166.000000,
[2023/06/01] 16:30:35,186.000000,
[2023/06/01] 16:30:36,153.000000,
[2023/06/01] 16:30:37,151.000000,
[2023/06/01] 16:30:38,162.000000,
[2023/06/01] 16:30:39,177.000000,
[2023/06/01] 16:30:40,145.000000,
[2023/06/01] 16:30:41,157.000000,
[2023/06/01] 16:30:42,151.000000,
[2023/06/01] 16:30:43,162.000000,
[2023/06/01] 16:30:44,179.000000,
[2023/06/01] 16:30:45,147.000000,
[2023/06/01] 16:30:46,160.000000,
[2023/06/01] 16:30:47,166.000000,
[2023/06/01] 16:30:48,147.000000,
[2023/06/01] 16:30:49,154.000000,
[2023/06/01] 16:30:50,157.000000,
[2023/06/01] 16:30:51,166.000000,
[2023/06/01] 16:30:52,156.000000,
[2023/06/01] 16:30:53,151.000000,
[2023/06/01] 16:30:54,149.000000,
[2023/06/01] 16:30:55,157.000000,
[2023/06/01] 16:30:56,181.000000,
[2023/06/01] 16:30:57,147.000000,
[2023/06/01] 16:30:58,161.000000,
[2023/06/01] 16:30:59,175.000000,
[2023/06/01] 16:31:00,153.000000,
[2023/06/01] 16:31:01,159.000000,
[2023/06/01] 16:31:02,169.000000,
[2023/06/01] 16:31:03,160.000000,
[2023/06/01] 16:31:04,154.000000,
[2023/06/01] 16:31:05,150.000000,
[2023/06/01] 16:31:06,161.000000,
[2023/06/01] 16:31:07,180.000000,
[2023/06/01] 16:31:08,152.000000,
[2023/06/01] 16:31:09,162.000000,
[2023/06/01] 16:31:10,171.000000,
[2023/06/01] 16:31:11,190.000000,
[2023/06/01] 16:31:12,153.000000,
[2023/06/01] 16:31:13,174.000000,
[2023/06/01] 16:31:14,144.000000,
[2023/06/01] 16:31:15,165.000000,
[2023/06/01] 16:31:16,157.000000,
[2023/06/01] 16:31:17,176.000000,
[2023/06/01] 16:31:18,179.000000,
[2023/06/01] 16:31:19,152.000000,
[2023/06/01] 16:31:20,155.000000,
[2023/06/01] 16:31:21,183.000000,
[2023/06/01] 16:31:22,150.000000,
[2023/06/01] 16:31:23,165.000000,
[2023/06/01] 16:31:24,145.000000,
[2023/06/01] 16:31:25,163.000000,
[2023/06/01] 16:31:26,179.000000,
[2023/06/01] 16:31:27,167.000000,
[2023/06/01] 16:31:28,181.000000,
[2023/06/01] 16:31:29,146.000000,
[2023/06/01] 16:31:30,159.000000,
[2023/06/01] 16:31:31,176.000000,
[2023/06/01] 16:31:32,229.000000,
[2023/06/01] 16:31:33,183.000000,
[2023/06/01] 16:31:34,152.000000,
[2023/06/01] 16:31:35,161.000000,
[2023/06/01] 16:31:36,169.000000,
[2023/06/01] 16:31:37,148.000000,
[2023/06/01] 16:31:38,150.000000,
[2023/06/01] 16:31:39,154.000000,
[2023/06/01] 16:31:40,342.000000,
[2023/06/01] 16:31:41,189.000000,
[2023/06/01] 16:31:42,149.000000,
[2023/06/01] 16:31:43,158.000000,
[2023/06/01] 16:31:44,160.000000,
[2023/06/01] 16:31:45,180.000000,
[2023/06/01] 16:31:46,156.000000,
[2023/06/01] 16:31:47,171.000000,
[2023/06/01] 16:31:48,147.000000,
[2023/06/01] 16:31:49,152.000000,
[2023/06/01] 16:31:50,156.000000,
[2023/06/01] 16:31:51,175.000000,
[2023/06/01] 16:31:52,152.000000,
[2023/06/01] 16:31:53,156.000000,
[2023/06/01] 16:31:54,166.000000,
[2023/06/01] 16:31:55,187.000000,
[2023/06/01] 16:31:56,147.000000,
[2023/06/01] 16:31:57,165.000000,
[2023/06/01] 16:31:58,148.000000,
[2023/06/01] 16:31:59,158.000000,
[2023/06/01] 16:32:00,148.000000,
[2023/06/01] 16:32:01,154.000000,
[2023/06/01] 16:32:02,165.000000,
[2023/06/01] 16:32:03,148.000000,
[2023/06/01] 16:32:04,164.000000,
[2023/06/01] 16:32:05,188.000000,
[2023/06/01] 16:32:06,159.000000,
[2023/06/01] 16:32:07,165.000000,
[2023/06/01] 16:32:08,150.000000,
[2023/06/01] 16:32:09,155.000000,
[2023/06/01] 16:32:10,156.000000,
[2023/06/01] 16:32:11,160.000000,
[2023/06/01] 16:32:12,179.000000,
[2023/06/01] 16:32:13,153.000000,
[2023/06/01] 16:32:14,171.000000,
[2023/06/01] 16:32:15,194.000000,
[2023/06/01] 16:32:16,144.000000,
[2023/06/01] 16:32:17,157.000000,
[2023/06/01] 16:32:18,179.000000,
[2023/06/01] 16:32:19,153.000000,
[2023/06/01] 16:32:20,153.000000,
[2023/06/01] 16:32:21,171.000000,
[2023/06/01] 16:32:22,171.000000,
[2023/06/01] 16:32:23,150.000000,
[2023/06/01] 16:32:24,156.000000,
[2023/06/01] 16:32:25,167.000000,
[2023/06/01] 16:32:26,160.000000,
[2023/06/01] 16:32:27,155.000000,
[2023/06/01] 16:32:28,171.000000,
[2023/06/01] 16:32:29,162.000000,
[2023/06/01] 16:32:30,151.000000,
[2023/06/01] 16:32:31,169.000000,
[2023/06/01] 16:32:32,152.000000,
[2023/06/01] 16:32:33,183.000000,
[2023/06/01] 16:32:34,152.000000,
[2023/06/01] 16:32:35,165.000000,
[2023/06/01] 16:32:36,181.000000,
[2023/06/01] 16:32:37,155.000000,
[2023/06/01] 16:32:38,167.000000,
[2023/06/01] 16:32:39,163.000000,
[2023/06/01] 16:32:40,150.000000,
[2023/06/01] 16:32:41,166.000000,
[2023/06/01] 16:32:42,187.000000,
[2023/06/01] 16:32:43,153.000000,
[2023/06/01] 16:32:44,153.000000,
[2023/06/01] 16:32:45,154.000000,
[2023/06/01] 16:32:46,162.000000,
[2023/06/01] 16:32:47,171.000000,
[2023/06/01] 16:32:48,149.000000,
[2023/06/01] 16:32:49,159.000000,
[2023/06/01] 16:32:50,181.000000,
[2023/06/01] 16:32:51,155.000000,
[2023/06/01] 16:32:52,161.000000,
[2023/06/01] 16:32:53,160.000000,
[2023/06/01] 16:32:54,173.000000,
[2023/06/01] 16:32:55,163.000000,
[2023/06/01] 16:32:56,158.000000,
[2023/06/01] 16:32:57,166.000000,
[2023/06/01] 16:32:58,179.000000,
[2023/06/01] 16:32:59,145.000000,
[2023/06/01] 16:33:00,156.000000,
[2023/06/01] 16:33:01,167.000000,
[2023/06/01] 16:33:02,153.000000,
[2023/06/01] 16:33:03,158.000000,
[2023/06/01] 16:33:04,163.000000,
[2023/06/01] 16:33:05,163.000000,
[2023/06/01] 16:33:06,188.000000,
[2023/06/01] 16:33:07,150.000000,
[2023/06/01] 16:33:08,158.000000,
[2023/06/01] 16:33:09,173.000000,
[2023/06/01] 16:33:10,146.000000,
[2023/06/01] 16:33:11,160.000000,
[2023/06/01] 16:33:12,181.000000,
[2023/06/01] 16:33:13,152.000000,
[2023/06/01] 16:33:14,175.000000,
[2023/06/01] 16:33:15,167.000000,
[2023/06/01] 16:33:16,158.000000,
[2023/06/01] 16:33:17,167.000000,
[2023/06/01] 16:33:18,148.000000,
[2023/06/01] 16:33:19,147.000000,
[2023/06/01] 16:33:20,169.000000,
[2023/06/01] 16:33:21,175.000000,
[2023/06/01] 16:33:22,150.000000,
[2023/06/01] 16:33:23,160.000000,
[2023/06/01] 16:33:24,169.000000,
[2023/06/01] 16:33:25,150.000000,
[2023/06/01] 16:33:26,157.000000,
[2023/06/01] 16:33:27,174.000000,
[2023/06/01] 16:33:28,168.000000,
[2023/06/01] 16:33:29,180.000000,
[2023/06/01] 16:33:30,156.000000,
[2023/06/01] 16:33:31,179.000000,
[2023/06/01] 16:33:32,153.000000,
[2023/06/01] 16:33:33,169.000000,
[2023/06/01] 16:33:34,160.000000,
[2023/06/01] 16:33:35,166.000000,
[2023/06/01] 16:33:36,155.000000,
[2023/06/01] 16:33:37,174.000000,
[2023/06/01] 16:33:38,153.000000,
[2023/06/01] 16:33:39,153.000000,
[2023/06/01] 16:33:40,167.000000,
[2023/06/01] 16:33:41,162.000000,
[2023/06/01] 16:33:42,173.000000,
[2023/06/01] 16:33:43,154.000000,
[2023/06/01] 16:33:44,170.000000,
[2023/06/01] 16:33:45,182.000000,
[2023/06/01] 16:33:46,146.000000,
[2023/06/01] 16:33:47,163.000000,
[2023/06/01] 16:33:48,169.000000,
[2023/06/01] 16:33:49,152.000000,
[2023/06/01] 16:33:50,155.000000,
[2023/06/01] 16:33:51,162.000000,
[2023/06/01] 16:33:52,163.000000,
[2023/06/01] 16:33:53,148.000000,
[2023/06/01] 16:33:54,161.000000,
[2023/06/01] 16:33:55,174.000000,
[2023/06/01] 16:33:56,146.000000,
[2023/06/01] 16:33:57,161.000000,
[2023/06/01] 16:33:58,179.000000,
[2023/06/01] 16:33:59,148.000000,
[2023/06/01] 16:34:00,153.000000,
[2023/06/01] 16:34:01,156.000000,
[2023/06/01] 16:34:02,168.000000,
[2023/06/01] 16:34:03,171.000000,
[2023/06/01] 16:34:04,192.000000,
[2023/06/01] 16:34:05,153.000000,
[2023/06/01] 16:34:06,155.000000,
[2023/06/01] 16:34:07,180.000000,
[2023/06/01] 16:34:08,146.000000,
[2023/06/01] 16:34:09,158.000000,
[2023/06/01] 16:34:10,172.000000,
[2023/06/01] 16:34:11,183.000000,
[2023/06/01] 16:34:12,154.000000,
[2023/06/01] 16:34:13,164.000000,
[2023/06/01] 16:34:14,157.000000,
[2023/06/01] 16:34:15,183.000000,
[2023/06/01] 16:34:16,152.000000,
[2023/06/01] 16:34:17,168.000000,
[2023/06/01] 16:34:18,147.000000,
[2023/06/01] 16:34:19,165.000000,
[2023/06/01] 16:34:20,150.000000,
[2023/06/01] 16:34:21,166.000000,
[2023/06/01] 16:34:22,170.000000,
[2023/06/01] 16:34:23,153.000000,
[2023/06/01] 16:34:24,168.000000,
[2023/06/01] 16:34:25,151.000000,
[2023/06/01] 16:34:26,167.000000,
[2023/06/01] 16:34:27,151.000000,
[2023/06/01] 16:34:28,156.000000,
[2023/06/01] 16:34:29,154.000000,
[2023/06/01] 16:34:30,162.000000,
[2023/06/01] 16:34:31,169.000000,
[2023/06/01] 16:34:32,164.000000,
[2023/06/01] 16:34:33,179.000000,
[2023/06/01] 16:34:34,151.000000,
[2023/06/01] 16:34:35,155.000000,
[2023/06/01] 16:34:36,148.000000,
[2023/06/01] 16:34:37,155.000000,
[2023/06/01] 16:34:38,159.000000,
[2023/06/01] 16:34:39,161.000000,
[2023/06/01] 16:34:40,152.000000,
[2023/06/01] 16:34:41,153.000000,
[2023/06/01] 16:34:42,155.000000,
[2023/06/01] 16:34:43,179.000000,
[2023/06/01] 16:34:44,158.000000,
[2023/06/01] 16:34:45,153.000000,
[2023/06/01] 16:34:46,169.000000,
[2023/06/01] 16:34:47,172.000000,
[2023/06/01] 16:34:48,153.000000,
[2023/06/01] 16:34:49,170.000000,
[2023/06/01] 16:34:50,157.000000,
[2023/06/01] 16:34:51,185.000000,
[2023/06/01] 16:34:52,155.000000,
[2023/06/01] 16:34:53,159.000000,
[2023/06/01] 16:34:54,152.000000,
[2023/06/01] 16:34:55,151.000000,
[2023/06/01] 16:34:56,169.000000,
[2023/06/01] 16:34:57,150.000000,
[2023/06/01] 16:34:58,147.000000,
[2023/06/01] 16:34:59,160.000000,
[2023/06/01] 16:35:00,167.000000,
[2023/06/01] 16:35:01,166.000000,
[2023/06/01] 16:35:02,155.000000,
[2023/06/01] 16:35:03,151.000000,
[2023/06/01] 16:35:04,169.000000,
[2023/06/01] 16:35:05,147.000000,
[2023/06/01] 16:35:06,154.000000,
[2023/06/01] 16:35:07,160.000000,
[2023/06/01] 16:35:08,158.000000,
[2023/06/01] 16:35:09,160.000000,
[2023/06/01] 16:35:10,158.000000,
[2023/06/01] 16:35:11,165.000000,
[2023/06/01] 16:35:12,163.000000,
[2023/06/01] 16:35:13,166.000000,
[2023/06/01] 16:35:14,146.000000,
[2023/06/01] 16:35:15,159.000000,
[2023/06/01] 16:35:16,166.000000,
[2023/06/01] 16:35:17,150.000000,
[2023/06/01] 16:35:18,150.000000,
[2023/06/01] 16:35:19,168.000000,
[2023/06/01] 16:35:20,172.000000,
[2023/06/01] 16:35:21,150.000000,
[2023/06/01] 16:35:22,150.000000,
[2023/06/01] 16:35:23,166.000000,
[2023/06/01] 16:35:24,162.000000,
[2023/06/01] 16:35:25,182.000000,
[2023/06/01] 16:35:26,155.000000,
[2023/06/01] 16:35:27,160.000000,
[2023/06/01] 16:35:28,146.000000,
[2023/06/01] 16:35:29,162.000000,
[2023/06/01] 16:35:30,175.000000,
[2023/06/01] 16:35:31,153.000000,
[2023/06/01] 16:35:32,157.000000,
[2023/06/01] 16:35:33,184.000000,
[2023/06/01] 16:35:34,157.000000,
[2023/06/01] 16:35:35,164.000000,
[2023/06/01] 16:35:36,158.000000,
[2023/06/01] 16:35:37,186.000000,
[2023/06/01] 16:35:38,153.000000,
[2023/06/01] 16:35:39,167.000000,
[2023/06/01] 16:35:40,189.000000,
[2023/06/01] 16:35:41,155.000000,
[2023/06/01] 16:35:42,158.000000,
[2023/06/01] 16:35:43,188.000000,
[2023/06/01] 16:35:44,156.000000,
[2023/06/01] 16:35:45,174.000000,
[2023/06/01] 16:35:46,170.000000,
[2023/06/01] 16:35:47,149.000000,
[2023/06/01] 16:35:48,155.000000,
[2023/06/01] 16:35:49,173.000000,
[2023/06/01] 16:35:50,152.000000,
[2023/06/01] 16:35:51,158.000000,
[2023/06/01] 16:35:52,179.000000,
[2023/06/01] 16:35:53,152.000000,
[2023/06/01] 16:35:54,160.000000,
[2023/06/01] 16:35:55,174.000000,
[2023/06/01] 16:35:56,144.000000,
[2023/06/01] 16:35:57,148.000000,
[2023/06/01] 16:35:58,172.000000,
[2023/06/01] 16:35:59,171.000000,
[2023/06/01] 16:36:00,182.000000,
[2023/06/01] 16:36:01,152.000000,
[2023/06/01] 16:36:02,161.000000,
[2023/06/01] 16:36:03,187.000000,
[2023/06/01] 16:36:04,148.000000,
[2023/06/01] 16:36:05,167.000000,
[2023/06/01] 16:36:06,176.000000,
[2023/06/01] 16:36:07,153.000000,
[2023/06/01] 16:36:08,156.000000,
[2023/06/01] 16:36:09,156.000000,
[2023/06/01] 16:36:10,165.000000,
[2023/06/01] 16:36:11,186.000000,
[2023/06/01] 16:36:12,152.000000,
[2023/06/01] 16:36:13,157.000000,
[2023/06/01] 16:36:14,157.000000,
[2023/06/01] 16:36:15,178.000000,
[2023/06/01] 16:36:16,154.000000,
[2023/06/01] 16:36:17,181.000000,
[2023/06/01] 16:36:18,146.000000,
[2023/06/01] 16:36:19,154.000000,
[2023/06/01] 16:36:20,156.000000,
[2023/06/01] 16:36:21,172.000000,
[2023/06/01] 16:36:22,151.000000,
[2023/06/01] 16:36:23,156.000000,
[2023/06/01] 16:36:24,171.000000,
[2023/06/01] 16:36:25,154.000000,
[2023/06/01] 16:36:26,154.000000,
[2023/06/01] 16:36:27,165.000000,
[2023/06/01] 16:36:28,176.000000,
[2023/06/01] 16:36:29,151.000000,
[2023/06/01] 16:36:30,173.000000,
[2023/06/01] 16:36:31,160.000000,
[2023/06/01] 16:36:32,158.000000,
[2023/06/01] 16:36:33,160.000000,
[2023/06/01] 16:36:34,160.000000,
[2023/06/01] 16:36:35,182.000000,
[2023/06/01] 16:36:36,149.000000,
[2023/06/01] 16:36:37,164.000000,
[2023/06/01] 16:36:38,179.000000,
[2023/06/01] 16:36:39,151.000000,
[2023/06/01] 16:36:40,282.000000,
[2023/06/01] 16:36:41,171.000000,
[2023/06/01] 16:36:42,147.000000,
[2023/06/01] 16:36:43,162.000000,
[2023/06/01] 16:36:44,174.000000,
[2023/06/01] 16:36:45,179.000000,
[2023/06/01] 16:36:46,151.000000,
[2023/06/01] 16:36:47,158.000000,
[2023/06/01] 16:36:48,150.000000,
[2023/06/01] 16:36:49,158.000000,
[2023/06/01] 16:36:50,174.000000,
[2023/06/01] 16:36:51,147.000000,
[2023/06/01] 16:36:52,152.000000,
[2023/06/01] 16:36:53,159.000000,
[2023/06/01] 16:36:54,149.000000,
[2023/06/01] 16:36:55,160.000000,
[2023/06/01] 16:36:56,154.000000,
[2023/06/01] 16:36:57,160.000000,
[2023/06/01] 16:36:58,180.000000,
[2023/06/01] 16:36:59,154.000000,
[2023/06/01] 16:37:00,160.000000,
[2023/06/01] 16:37:01,180.000000,
[2023/06/01] 16:37:02,147.000000,
[2023/06/01] 16:37:03,157.000000,
[2023/06/01] 16:37:04,180.000000,
[2023/06/01] 16:37:05,151.000000,
[2023/06/01] 16:37:06,151.000000,
[2023/06/01] 16:37:07,154.000000,
[2023/06/01] 16:37:08,172.000000,
[2023/06/01] 16:37:09,151.000000,
[2023/06/01] 16:37:10,162.000000,
[2023/06/01] 16:37:11,175.000000,
[2023/06/01] 16:37:12,145.000000,
[2023/06/01] 16:37:13,158.000000,
[2023/06/01] 16:37:14,176.000000,
[2023/06/01] 16:37:15,170.000000,
[2023/06/01] 16:37:16,160.000000,
[2023/06/01] 16:37:17,173.000000,
[2023/06/01] 16:37:18,152.000000,
[2023/06/01] 16:37:19,152.000000,
[2023/06/01] 16:37:20,152.000000,
[2023/06/01] 16:37:21,162.000000,
[2023/06/01] 16:37:22,174.000000,
[2023/06/01] 16:37:23,150.000000,
[2023/06/01] 16:37:24,156.000000,
[2023/06/01] 16:37:25,183.000000,
[2023/06/01] 16:37:26,149.000000,
[2023/06/01] 16:37:27,157.000000,
[2023/06/01] 16:37:28,180.000000,
[2023/06/01] 16:37:29,146.000000,
[2023/06/01] 16:37:30,147.000000,
[2023/06/01] 16:37:31,155.000000,
[2023/06/01] 16:37:32,169.000000,
[2023/06/01] 16:37:33,190.000000,
[2023/06/01] 16:37:34,154.000000,
[2023/06/01] 16:37:35,160.000000,
[2023/06/01] 16:37:36,153.000000,
[2023/06/01] 16:37:37,157.000000,
[2023/06/01] 16:37:38,184.000000,
[2023/06/01] 16:37:39,149.000000,
[2023/06/01] 16:37:40,160.000000,
[2023/06/01] 16:37:41,169.000000,
[2023/06/01] 16:37:42,163.000000,
[2023/06/01] 16:37:43,160.000000,
[2023/06/01] 16:37:44,145.000000,
[2023/06/01] 16:37:45,152.000000,
[2023/06/01] 16:37:46,177.000000,
[2023/06/01] 16:37:47,187.000000,
