,º§Æ®Ã³Áü,
[2023/06/01] 16:15:38,151.000000,
[2023/06/01] 16:15:39,159.000000,
[2023/06/01] 16:15:40,180.000000,
[2023/06/01] 16:15:41,156.000000,
[2023/06/01] 16:15:42,163.000000,
[2023/06/01] 16:15:43,184.000000,
[2023/06/01] 16:15:44,152.000000,
[2023/06/01] 16:15:45,157.000000,
[2023/06/01] 16:15:46,156.000000,
[2023/06/01] 16:15:47,171.000000,
[2023/06/01] 16:15:48,150.000000,
[2023/06/01] 16:15:49,155.000000,
[2023/06/01] 16:15:50,158.000000,
[2023/06/01] 16:15:51,169.000000,
[2023/06/01] 16:15:52,146.000000,
[2023/06/01] 16:15:53,154.000000,
[2023/06/01] 16:15:54,164.000000,
[2023/06/01] 16:15:55,189.000000,
[2023/06/01] 16:15:56,156.000000,
[2023/06/01] 16:15:57,152.000000,
[2023/06/01] 16:15:58,158.000000,
[2023/06/01] 16:15:59,185.000000,
[2023/06/01] 16:16:00,150.000000,
[2023/06/01] 16:16:01,165.000000,
[2023/06/01] 16:16:02,146.000000,
[2023/06/01] 16:16:03,160.000000,
[2023/06/01] 16:16:04,184.000000,
[2023/06/01] 16:16:05,152.000000,
[2023/06/01] 16:16:06,163.000000,
[2023/06/01] 16:16:07,180.000000,
[2023/06/01] 16:16:08,144.000000,
[2023/06/01] 16:16:09,156.000000,
[2023/06/01] 16:16:10,148.000000,
[2023/06/01] 16:16:11,162.000000,
[2023/06/01] 16:16:12,174.000000,
[2023/06/01] 16:16:13,143.000000,
[2023/06/01] 16:16:14,159.000000,
[2023/06/01] 16:16:15,182.000000,
[2023/06/01] 16:16:16,150.000000,
[2023/06/01] 16:16:17,150.000000,
[2023/06/01] 16:16:18,174.000000,
[2023/06/01] 16:16:19,148.000000,
[2023/06/01] 16:16:20,172.000000,
[2023/06/01] 16:16:21,148.000000,
[2023/06/01] 16:16:22,157.000000,
[2023/06/01] 16:16:23,174.000000,
[2023/06/01] 16:16:24,153.000000,
[2023/06/01] 16:16:25,157.000000,
[2023/06/01] 16:16:26,170.000000,
[2023/06/01] 16:16:27,182.000000,
[2023/06/01] 16:16:28,151.000000,
[2023/06/01] 16:16:29,162.000000,
[2023/06/01] 16:16:30,161.000000,
[2023/06/01] 16:16:31,175.000000,
[2023/06/01] 16:16:32,151.000000,
[2023/06/01] 16:16:33,163.000000,
[2023/06/01] 16:16:34,180.000000,
[2023/06/01] 16:16:35,146.000000,
[2023/06/01] 16:16:36,158.000000,
[2023/06/01] 16:16:37,162.000000,
[2023/06/01] 16:16:38,177.000000,
[2023/06/01] 16:16:39,151.000000,
[2023/06/01] 16:16:40,156.000000,
[2023/06/01] 16:16:41,149.000000,
[2023/06/01] 16:16:42,166.000000,
[2023/06/01] 16:16:43,167.000000,
[2023/06/01] 16:16:44,149.000000,
[2023/06/01] 16:16:45,168.000000,
[2023/06/01] 16:16:46,150.000000,
[2023/06/01] 16:16:47,162.000000,
[2023/06/01] 16:16:48,168.000000,
[2023/06/01] 16:16:49,173.000000,
[2023/06/01] 16:16:50,149.000000,
[2023/06/01] 16:16:51,166.000000,
[2023/06/01] 16:16:52,151.000000,
[2023/06/01] 16:16:53,160.000000,
[2023/06/01] 16:16:54,162.000000,
[2023/06/01] 16:16:55,146.000000,
[2023/06/01] 16:16:56,154.000000,
[2023/06/01] 16:16:57,164.000000,
[2023/06/01] 16:16:58,169.000000,
[2023/06/01] 16:16:59,148.000000,
[2023/06/01] 16:17:00,174.000000,
[2023/06/01] 16:17:01,149.000000,
[2023/06/01] 16:17:02,151.000000,
[2023/06/01] 16:17:03,154.000000,
[2023/06/01] 16:17:04,143.000000,
[2023/06/01] 16:17:05,149.000000,
[2023/06/01] 16:17:06,161.000000,
[2023/06/01] 16:17:07,156.000000,
[2023/06/01] 16:17:08,163.000000,
[2023/06/01] 16:17:09,957.000000,
[2023/06/01] 16:17:10,155.000000,
[2023/06/01] 16:17:11,166.000000,
[2023/06/01] 16:17:12,147.000000,
[2023/06/01] 16:17:13,153.000000,
[2023/06/01] 16:17:14,161.000000,
[2023/06/01] 16:17:15,184.000000,
[2023/06/01] 16:17:16,153.000000,
[2023/06/01] 16:17:17,168.000000,
[2023/06/01] 16:17:18,148.000000,
[2023/06/01] 16:17:19,154.000000,
[2023/06/01] 16:17:20,147.000000,
[2023/06/01] 16:17:21,159.000000,
[2023/06/01] 16:17:22,185.000000,
[2023/06/01] 16:17:23,166.000000,
[2023/06/01] 16:17:24,158.000000,
[2023/06/01] 16:17:25,164.000000,
[2023/06/01] 16:17:26,148.000000,
[2023/06/01] 16:17:27,155.000000,
[2023/06/01] 16:17:28,166.000000,
[2023/06/01] 16:17:29,148.000000,
[2023/06/01] 16:17:30,154.000000,
[2023/06/01] 16:17:31,167.000000,
[2023/06/01] 16:17:32,186.000000,
[2023/06/01] 16:17:33,152.000000,
[2023/06/01] 16:17:34,169.000000,
[2023/06/01] 16:17:35,178.000000,
[2023/06/01] 16:17:36,151.000000,
[2023/06/01] 16:17:37,159.000000,
[2023/06/01] 16:17:38,178.000000,
[2023/06/01] 16:17:39,146.000000,
[2023/06/01] 16:17:40,156.000000,
[2023/06/01] 16:17:41,176.000000,
[2023/06/01] 16:17:42,153.000000,
[2023/06/01] 16:17:43,151.000000,
[2023/06/01] 16:17:44,160.000000,
[2023/06/01] 16:17:45,152.000000,
[2023/06/01] 16:17:46,155.000000,
[2023/06/01] 16:17:47,156.000000,
[2023/06/01] 16:17:48,153.000000,
[2023/06/01] 16:17:49,154.000000,
[2023/06/01] 16:17:50,163.000000,
[2023/06/01] 16:17:51,189.000000,
[2023/06/01] 16:17:52,147.000000,
[2023/06/01] 16:17:53,144.000000,
[2023/06/01] 16:17:54,158.000000,
[2023/06/01] 16:17:55,168.000000,
[2023/06/01] 16:17:56,150.000000,
[2023/06/01] 16:17:57,152.000000,
[2023/06/01] 16:17:58,161.000000,
[2023/06/01] 16:17:59,177.000000,
[2023/06/01] 16:18:00,169.000000,
[2023/06/01] 16:18:01,156.000000,
[2023/06/01] 16:18:02,171.000000,
[2023/06/01] 16:18:03,181.000000,
[2023/06/01] 16:18:04,178.000000,
[2023/06/01] 16:18:05,151.000000,
[2023/06/01] 16:18:06,159.000000,
[2023/06/01] 16:18:07,149.000000,
[2023/06/01] 16:18:08,155.000000,
[2023/06/01] 16:18:09,162.000000,
[2023/06/01] 16:18:10,177.000000,
[2023/06/01] 16:18:11,147.000000,
[2023/06/01] 16:18:12,157.000000,
[2023/06/01] 16:18:13,171.000000,
[2023/06/01] 16:18:14,154.000000,
[2023/06/01] 16:18:15,147.000000,
[2023/06/01] 16:18:16,148.000000,
[2023/06/01] 16:18:17,153.000000,
[2023/06/01] 16:18:18,174.000000,
[2023/06/01] 16:18:19,152.000000,
[2023/06/01] 16:18:20,161.000000,
[2023/06/01] 16:18:21,180.000000,
[2023/06/01] 16:18:22,161.000000,
[2023/06/01] 16:18:23,176.000000,
[2023/06/01] 16:18:24,148.000000,
[2023/06/01] 16:18:25,157.000000,
[2023/06/01] 16:18:26,161.000000,
[2023/06/01] 16:18:27,158.000000,
[2023/06/01] 16:18:28,179.000000,
[2023/06/01] 16:18:29,177.000000,
[2023/06/01] 16:18:30,148.000000,
[2023/06/01] 16:18:31,156.000000,
[2023/06/01] 16:18:32,152.000000,
[2023/06/01] 16:18:33,152.000000,
[2023/06/01] 16:18:34,160.000000,
[2023/06/01] 16:18:35,169.000000,
[2023/06/01] 16:18:36,150.000000,
[2023/06/01] 16:18:37,161.000000,
[2023/06/01] 16:18:38,183.000000,
[2023/06/01] 16:18:39,190.000000,
[2023/06/01] 16:18:40,148.000000,
[2023/06/01] 16:18:41,156.000000,
[2023/06/01] 16:18:42,173.000000,
[2023/06/01] 16:18:43,145.000000,
[2023/06/01] 16:18:44,156.000000,
[2023/06/01] 16:18:45,178.000000,
[2023/06/01] 16:18:46,466.000000,
[2023/06/01] 16:18:47,162.000000,
[2023/06/01] 16:18:48,177.000000,
[2023/06/01] 16:18:49,151.000000,
[2023/06/01] 16:18:50,166.000000,
[2023/06/01] 16:18:51,190.000000,
[2023/06/01] 16:18:52,183.000000,
[2023/06/01] 16:18:53,148.000000,
[2023/06/01] 16:18:54,159.000000,
[2023/06/01] 16:18:55,170.000000,
[2023/06/01] 16:18:56,152.000000,
[2023/06/01] 16:18:57,153.000000,
[2023/06/01] 16:18:58,160.000000,
[2023/06/01] 16:18:59,166.000000,
[2023/06/01] 16:19:00,162.000000,
[2023/06/01] 16:19:01,185.000000,
[2023/06/01] 16:19:02,146.000000,
[2023/06/01] 16:19:03,147.000000,
[2023/06/01] 16:19:04,154.000000,
[2023/06/01] 16:19:05,173.000000,
[2023/06/01] 16:19:06,152.000000,
[2023/06/01] 16:19:07,154.000000,
[2023/06/01] 16:19:08,173.000000,
[2023/06/01] 16:19:09,163.000000,
[2023/06/01] 16:19:10,161.000000,
[2023/06/01] 16:19:11,172.000000,
[2023/06/01] 16:19:12,164.000000,
[2023/06/01] 16:19:13,152.000000,
[2023/06/01] 16:19:14,166.000000,
[2023/06/01] 16:19:15,162.000000,
[2023/06/01] 16:19:16,187.000000,
[2023/06/01] 16:19:17,145.000000,
[2023/06/01] 16:19:18,160.000000,
[2023/06/01] 16:19:19,180.000000,
[2023/06/01] 16:19:20,146.000000,
[2023/06/01] 16:19:21,158.000000,
[2023/06/01] 16:19:22,180.000000,
[2023/06/01] 16:19:23,151.000000,
[2023/06/01] 16:19:24,162.000000,
[2023/06/01] 16:19:25,171.000000,
[2023/06/01] 16:19:26,162.000000,
[2023/06/01] 16:19:27,173.000000,
[2023/06/01] 16:19:28,154.000000,
[2023/06/01] 16:19:29,170.000000,
[2023/06/01] 16:19:30,143.000000,
[2023/06/01] 16:19:31,151.000000,
[2023/06/01] 16:19:32,166.000000,
[2023/06/01] 16:19:33,160.000000,
[2023/06/01] 16:19:34,155.000000,
[2023/06/01] 16:19:35,168.000000,
[2023/06/01] 16:19:36,155.000000,
[2023/06/01] 16:19:37,186.000000,
[2023/06/01] 16:19:38,149.000000,
[2023/06/01] 16:19:39,186.000000,
[2023/06/01] 16:19:40,155.000000,
[2023/06/01] 16:19:41,170.000000,
[2023/06/01] 16:19:42,162.000000,
[2023/06/01] 16:19:43,188.000000,
[2023/06/01] 16:19:44,155.000000,
[2023/06/01] 16:19:45,163.000000,
[2023/06/01] 16:19:46,151.000000,
[2023/06/01] 16:19:47,152.000000,
[2023/06/01] 16:19:48,163.000000,
[2023/06/01] 16:19:49,159.000000,
[2023/06/01] 16:19:50,163.000000,
[2023/06/01] 16:19:51,143.000000,
[2023/06/01] 16:19:52,158.000000,
[2023/06/01] 16:19:53,172.000000,
[2023/06/01] 16:19:54,191.000000,
[2023/06/01] 16:19:55,149.000000,
[2023/06/01] 16:19:56,160.000000,
[2023/06/01] 16:19:57,162.000000,
[2023/06/01] 16:19:58,146.000000,
[2023/06/01] 16:19:59,160.000000,
[2023/06/01] 16:20:00,174.000000,
[2023/06/01] 16:20:01,157.000000,
[2023/06/01] 16:20:02,172.000000,
[2023/06/01] 16:20:03,162.000000,
[2023/06/01] 16:20:04,153.000000,
[2023/06/01] 16:20:05,158.000000,
[2023/06/01] 16:20:06,183.000000,
[2023/06/01] 16:20:07,154.000000,
[2023/06/01] 16:20:08,163.000000,
[2023/06/01] 16:20:09,149.000000,
[2023/06/01] 16:20:10,160.000000,
[2023/06/01] 16:20:11,180.000000,
[2023/06/01] 16:20:12,145.000000,
[2023/06/01] 16:20:13,159.000000,
[2023/06/01] 16:20:14,190.000000,
[2023/06/01] 16:20:15,175.000000,
[2023/06/01] 16:20:16,155.000000,
[2023/06/01] 16:20:17,167.000000,
[2023/06/01] 16:20:18,177.000000,
[2023/06/01] 16:20:19,156.000000,
[2023/06/01] 16:20:20,175.000000,
[2023/06/01] 16:20:21,152.000000,
[2023/06/01] 16:20:22,158.000000,
[2023/06/01] 16:20:23,150.000000,
[2023/06/01] 16:20:24,153.000000,
[2023/06/01] 16:20:25,162.000000,
[2023/06/01] 16:20:26,157.000000,
[2023/06/01] 16:20:27,161.000000,
[2023/06/01] 16:20:28,156.000000,
[2023/06/01] 16:20:29,169.000000,
[2023/06/01] 16:20:30,179.000000,
[2023/06/01] 16:20:31,157.000000,
[2023/06/01] 16:20:32,189.000000,
[2023/06/01] 16:20:33,146.000000,
[2023/06/01] 16:20:34,173.000000,
[2023/06/01] 16:20:35,148.000000,
[2023/06/01] 16:20:36,152.000000,
[2023/06/01] 16:20:37,170.000000,
[2023/06/01] 16:20:38,184.000000,
[2023/06/01] 16:20:39,178.000000,
[2023/06/01] 16:20:40,154.000000,
[2023/06/01] 16:20:41,158.000000,
[2023/06/01] 16:20:42,168.000000,
[2023/06/01] 16:20:43,152.000000,
[2023/06/01] 16:20:44,154.000000,
[2023/06/01] 16:20:45,167.000000,
[2023/06/01] 16:20:46,148.000000,
[2023/06/01] 16:20:47,158.000000,
[2023/06/01] 16:20:48,182.000000,
[2023/06/01] 16:20:49,155.000000,
[2023/06/01] 16:20:50,167.000000,
[2023/06/01] 16:20:51,155.000000,
[2023/06/01] 16:20:52,160.000000,
[2023/06/01] 16:20:53,167.000000,
[2023/06/01] 16:20:54,151.000000,
[2023/06/01] 16:20:55,154.000000,
[2023/06/01] 16:20:56,161.000000,
[2023/06/01] 16:20:57,163.000000,
[2023/06/01] 16:20:58,154.000000,
[2023/06/01] 16:20:59,157.000000,
[2023/06/01] 16:21:00,154.000000,
[2023/06/01] 16:21:01,175.000000,
[2023/06/01] 16:21:02,188.000000,
[2023/06/01] 16:21:03,183.000000,
[2023/06/01] 16:21:04,152.000000,
[2023/06/01] 16:21:05,147.000000,
[2023/06/01] 16:21:06,153.000000,
[2023/06/01] 16:21:07,163.000000,
[2023/06/01] 16:21:08,186.000000,
[2023/06/01] 16:21:09,151.000000,
[2023/06/01] 16:21:10,160.000000,
[2023/06/01] 16:21:11,164.000000,
[2023/06/01] 16:21:12,183.000000,
[2023/06/01] 16:21:13,172.000000,
[2023/06/01] 16:21:14,151.000000,
[2023/06/01] 16:21:15,153.000000,
[2023/06/01] 16:21:16,166.000000,
[2023/06/01] 16:21:17,160.000000,
[2023/06/01] 16:21:18,156.000000,
[2023/06/01] 16:21:19,179.000000,
[2023/06/01] 16:21:20,150.000000,
[2023/06/01] 16:21:21,159.000000,
[2023/06/01] 16:21:22,165.000000,
[2023/06/01] 16:21:23,161.000000,
[2023/06/01] 16:21:24,145.000000,
[2023/06/01] 16:21:25,163.000000,
[2023/06/01] 16:21:26,161.000000,
[2023/06/01] 16:21:27,166.000000,
[2023/06/01] 16:21:28,191.000000,
[2023/06/01] 16:21:29,145.000000,
[2023/06/01] 16:21:30,156.000000,
[2023/06/01] 16:21:31,166.000000,
[2023/06/01] 16:21:32,178.000000,
[2023/06/01] 16:21:33,156.000000,
[2023/06/01] 16:21:34,147.000000,
[2023/06/01] 16:21:35,163.000000,
[2023/06/01] 16:21:36,181.000000,
[2023/06/01] 16:21:37,150.000000,
[2023/06/01] 16:21:38,150.000000,
[2023/06/01] 16:21:39,157.000000,
[2023/06/01] 16:21:40,166.000000,
[2023/06/01] 16:21:41,737.000000,
[2023/06/01] 16:21:42,150.000000,
[2023/06/01] 16:21:43,156.000000,
[2023/06/01] 16:21:44,153.000000,
[2023/06/01] 16:21:45,158.000000,
[2023/06/01] 16:21:46,163.000000,
[2023/06/01] 16:21:47,144.000000,
[2023/06/01] 16:21:48,156.000000,
[2023/06/01] 16:21:49,172.000000,
[2023/06/01] 16:21:50,185.000000,
[2023/06/01] 16:21:51,152.000000,
[2023/06/01] 16:21:52,155.000000,
[2023/06/01] 16:21:53,184.000000,
[2023/06/01] 16:21:54,153.000000,
[2023/06/01] 16:21:55,168.000000,
[2023/06/01] 16:21:56,156.000000,
[2023/06/01] 16:21:57,158.000000,
[2023/06/01] 16:21:58,149.000000,
[2023/06/01] 16:21:59,157.000000,
[2023/06/01] 16:22:00,159.000000,
[2023/06/01] 16:22:01,186.000000,
[2023/06/01] 16:22:02,152.000000,
[2023/06/01] 16:22:03,166.000000,
[2023/06/01] 16:22:04,150.000000,
[2023/06/01] 16:22:05,154.000000,
[2023/06/01] 16:22:06,161.000000,
[2023/06/01] 16:22:07,178.000000,
[2023/06/01] 16:22:08,176.000000,
[2023/06/01] 16:22:09,184.000000,
[2023/06/01] 16:22:10,157.000000,
[2023/06/01] 16:22:11,163.000000,
[2023/06/01] 16:22:12,180.000000,
[2023/06/01] 16:22:13,172.000000,
[2023/06/01] 16:22:14,154.000000,
[2023/06/01] 16:22:15,157.000000,
[2023/06/01] 16:22:16,164.000000,
[2023/06/01] 16:22:17,177.000000,
[2023/06/01] 16:22:18,178.000000,
[2023/06/01] 16:22:19,150.000000,
[2023/06/01] 16:22:20,155.000000,
[2023/06/01] 16:22:21,175.000000,
[2023/06/01] 16:22:22,165.000000,
[2023/06/01] 16:22:23,150.000000,
[2023/06/01] 16:22:24,160.000000,
[2023/06/01] 16:22:25,190.000000,
[2023/06/01] 16:22:26,150.000000,
[2023/06/01] 16:22:27,188.000000,
[2023/06/01] 16:22:28,152.000000,
[2023/06/01] 16:22:29,158.000000,
[2023/06/01] 16:22:30,179.000000,
[2023/06/01] 16:22:31,174.000000,
[2023/06/01] 16:22:32,153.000000,
[2023/06/01] 16:22:33,157.000000,
[2023/06/01] 16:22:34,171.000000,
[2023/06/01] 16:22:35,148.000000,
[2023/06/01] 16:22:36,159.000000,
[2023/06/01] 16:22:37,178.000000,
[2023/06/01] 16:22:38,172.000000,
[2023/06/01] 16:22:39,151.000000,
[2023/06/01] 16:22:40,149.000000,
[2023/06/01] 16:22:41,156.000000,
[2023/06/01] 16:22:42,160.000000,
[2023/06/01] 16:22:43,175.000000,
[2023/06/01] 16:22:44,142.000000,
[2023/06/01] 16:22:45,159.000000,
[2023/06/01] 16:22:46,166.000000,
[2023/06/01] 16:22:47,184.000000,
[2023/06/01] 16:22:48,154.000000,
[2023/06/01] 16:22:49,162.000000,
[2023/06/01] 16:22:50,156.000000,
[2023/06/01] 16:22:51,177.000000,
[2023/06/01] 16:22:52,151.000000,
[2023/06/01] 16:22:53,186.000000,
[2023/06/01] 16:22:54,150.000000,
[2023/06/01] 16:22:55,151.000000,
[2023/06/01] 16:22:56,158.000000,
[2023/06/01] 16:22:57,171.000000,
[2023/06/01] 16:22:58,144.000000,
[2023/06/01] 16:22:59,161.000000,
[2023/06/01] 16:23:00,182.000000,
[2023/06/01] 16:23:01,151.000000,
[2023/06/01] 16:23:02,154.000000,
[2023/06/01] 16:23:03,156.000000,
[2023/06/01] 16:23:04,157.000000,
[2023/06/01] 16:23:05,173.000000,
[2023/06/01] 16:23:06,151.000000,
[2023/06/01] 16:23:07,181.000000,
[2023/06/01] 16:23:08,177.000000,
[2023/06/01] 16:23:09,167.000000,
[2023/06/01] 16:23:10,179.000000,
[2023/06/01] 16:23:11,154.000000,
[2023/06/01] 16:23:12,169.000000,
[2023/06/01] 16:23:13,147.000000,
[2023/06/01] 16:23:14,158.000000,
[2023/06/01] 16:23:15,150.000000,
[2023/06/01] 16:23:16,159.000000,
[2023/06/01] 16:23:17,164.000000,
[2023/06/01] 16:23:18,189.000000,
[2023/06/01] 16:23:19,151.000000,
[2023/06/01] 16:23:20,156.000000,
[2023/06/01] 16:23:21,164.000000,
[2023/06/01] 16:23:22,191.000000,
[2023/06/01] 16:23:23,151.000000,
[2023/06/01] 16:23:24,157.000000,
[2023/06/01] 16:23:25,164.000000,
[2023/06/01] 16:23:26,153.000000,
[2023/06/01] 16:23:27,160.000000,
[2023/06/01] 16:23:28,179.000000,
[2023/06/01] 16:23:29,191.000000,
[2023/06/01] 16:23:30,149.000000,
[2023/06/01] 16:23:31,148.000000,
[2023/06/01] 16:23:32,163.000000,
[2023/06/01] 16:23:33,185.000000,
[2023/06/01] 16:23:34,154.000000,
[2023/06/01] 16:23:35,174.000000,
[2023/06/01] 16:23:36,147.000000,
[2023/06/01] 16:23:37,162.000000,
[2023/06/01] 16:23:38,175.000000,
[2023/06/01] 16:23:39,151.000000,
[2023/06/01] 16:23:40,159.000000,
[2023/06/01] 16:23:41,163.000000,
[2023/06/01] 16:23:42,182.000000,
[2023/06/01] 16:23:43,152.000000,
[2023/06/01] 16:23:44,154.000000,
[2023/06/01] 16:23:45,153.000000,
[2023/06/01] 16:23:46,159.000000,
[2023/06/01] 16:23:47,171.000000,
[2023/06/01] 16:23:48,161.000000,
[2023/06/01] 16:23:49,151.000000,
[2023/06/01] 16:23:50,159.000000,
[2023/06/01] 16:23:51,179.000000,
[2023/06/01] 16:23:52,150.000000,
[2023/06/01] 16:23:53,149.000000,
[2023/06/01] 16:23:54,160.000000,
[2023/06/01] 16:23:55,158.000000,
[2023/06/01] 16:23:56,181.000000,
[2023/06/01] 16:23:57,146.000000,
[2023/06/01] 16:23:58,154.000000,
[2023/06/01] 16:23:59,158.000000,
[2023/06/01] 16:24:00,190.000000,
[2023/06/01] 16:24:01,154.000000,
[2023/06/01] 16:24:02,168.000000,
[2023/06/01] 16:24:03,188.000000,
[2023/06/01] 16:24:04,145.000000,
[2023/06/01] 16:24:05,158.000000,
[2023/06/01] 16:24:06,150.000000,
[2023/06/01] 16:24:07,164.000000,
[2023/06/01] 16:24:08,163.000000,
[2023/06/01] 16:24:09,144.000000,
[2023/06/01] 16:24:10,154.000000,
[2023/06/01] 16:24:11,165.000000,
[2023/06/01] 16:24:12,191.000000,
[2023/06/01] 16:24:13,151.000000,
[2023/06/01] 16:24:14,160.000000,
[2023/06/01] 16:24:15,190.000000,
[2023/06/01] 16:24:16,148.000000,
[2023/06/01] 16:24:17,153.000000,
[2023/06/01] 16:24:18,151.000000,
[2023/06/01] 16:24:19,154.000000,
[2023/06/01] 16:24:20,162.000000,
[2023/06/01] 16:24:21,177.000000,
[2023/06/01] 16:24:22,153.000000,
[2023/06/01] 16:24:23,165.000000,
[2023/06/01] 16:24:24,178.000000,
[2023/06/01] 16:24:25,152.000000,
[2023/06/01] 16:24:26,160.000000,
[2023/06/01] 16:24:27,160.000000,
[2023/06/01] 16:24:28,183.000000,
[2023/06/01] 16:24:29,688.000000,
[2023/06/01] 16:24:30,602.000000,
[2023/06/01] 16:24:31,155.000000,
[2023/06/01] 16:24:32,164.000000,
[2023/06/01] 16:24:33,174.000000,
[2023/06/01] 16:24:34,189.000000,
[2023/06/01] 16:24:35,152.000000,
[2023/06/01] 16:24:36,166.000000,
[2023/06/01] 16:24:37,174.000000,
[2023/06/01] 16:24:38,152.000000,
[2023/06/01] 16:24:39,151.000000,
[2023/06/01] 16:24:40,155.000000,
[2023/06/01] 16:24:41,158.000000,
[2023/06/01] 16:24:42,178.000000,
[2023/06/01] 16:24:43,177.000000,
[2023/06/01] 16:24:44,150.000000,
[2023/06/01] 16:24:45,156.000000,
[2023/06/01] 16:24:46,167.000000,
[2023/06/01] 16:24:47,181.000000,
[2023/06/01] 16:24:48,149.000000,
[2023/06/01] 16:24:49,159.000000,
[2023/06/01] 16:24:50,171.000000,
[2023/06/01] 16:24:51,155.000000,
[2023/06/01] 16:24:52,151.000000,
[2023/06/01] 16:24:53,173.000000,
[2023/06/01] 16:24:54,165.000000,
[2023/06/01] 16:24:55,156.000000,
[2023/06/01] 16:24:56,184.000000,
[2023/06/01] 16:24:57,150.000000,
[2023/06/01] 16:24:58,165.000000,
[2023/06/01] 16:24:59,182.000000,
[2023/06/01] 16:25:00,146.000000,
[2023/06/01] 16:25:01,163.000000,
[2023/06/01] 16:25:02,179.000000,
[2023/06/01] 16:25:03,153.000000,
[2023/06/01] 16:25:04,177.000000,
[2023/06/01] 16:25:05,154.000000,
[2023/06/01] 16:25:06,150.000000,
[2023/06/01] 16:25:07,161.000000,
[2023/06/01] 16:25:08,179.000000,
[2023/06/01] 16:25:09,149.000000,
[2023/06/01] 16:25:10,151.000000,
[2023/06/01] 16:25:11,158.000000,
[2023/06/01] 16:25:12,187.000000,
[2023/06/01] 16:25:13,162.000000,
[2023/06/01] 16:25:14,183.000000,
[2023/06/01] 16:25:15,150.000000,
[2023/06/01] 16:25:16,171.000000,
[2023/06/01] 16:25:17,189.000000,
[2023/06/01] 16:25:18,176.000000,
[2023/06/01] 16:25:19,187.000000,
[2023/06/01] 16:25:20,146.000000,
[2023/06/01] 16:25:21,158.000000,
[2023/06/01] 16:25:22,169.000000,
[2023/06/01] 16:25:23,183.000000,
[2023/06/01] 16:25:24,153.000000,
[2023/06/01] 16:25:25,161.000000,
[2023/06/01] 16:25:26,157.000000,
[2023/06/01] 16:25:27,170.000000,
[2023/06/01] 16:25:28,188.000000,
[2023/06/01] 16:25:29,146.000000,
[2023/06/01] 16:25:30,155.000000,
[2023/06/01] 16:25:31,190.000000,
[2023/06/01] 16:25:32,148.000000,
[2023/06/01] 16:25:33,156.000000,
[2023/06/01] 16:25:34,161.000000,
[2023/06/01] 16:25:35,169.000000,
[2023/06/01] 16:25:36,170.000000,
[2023/06/01] 16:25:37,156.000000,
[2023/06/01] 16:25:38,149.000000,
[2023/06/01] 16:25:39,157.000000,
[2023/06/01] 16:25:40,166.000000,
[2023/06/01] 16:25:41,152.000000,
[2023/06/01] 16:25:42,155.000000,
[2023/06/01] 16:25:43,169.000000,
[2023/06/01] 16:25:44,174.000000,
[2023/06/01] 16:25:45,154.000000,
[2023/06/01] 16:25:46,157.000000,
[2023/06/01] 16:25:47,169.000000,
[2023/06/01] 16:25:48,170.000000,
[2023/06/01] 16:25:49,165.000000,
[2023/06/01] 16:25:50,159.000000,
[2023/06/01] 16:25:51,167.000000,
[2023/06/01] 16:25:52,183.000000,
[2023/06/01] 16:25:53,144.000000,
[2023/06/01] 16:25:54,151.000000,
[2023/06/01] 16:25:55,169.000000,
[2023/06/01] 16:25:56,174.000000,
[2023/06/01] 16:25:57,148.000000,
[2023/06/01] 16:25:58,164.000000,
[2023/06/01] 16:25:59,160.000000,
[2023/06/01] 16:26:00,179.000000,
[2023/06/01] 16:26:01,152.000000,
[2023/06/01] 16:26:02,153.000000,
[2023/06/01] 16:26:03,157.000000,
[2023/06/01] 16:26:04,169.000000,
[2023/06/01] 16:26:05,172.000000,
[2023/06/01] 16:26:06,161.000000,
[2023/06/01] 16:26:07,172.000000,
[2023/06/01] 16:26:08,150.000000,
[2023/06/01] 16:26:09,174.000000,
[2023/06/01] 16:26:10,150.000000,
[2023/06/01] 16:26:11,159.000000,
[2023/06/01] 16:26:12,174.000000,
[2023/06/01] 16:26:13,187.000000,
[2023/06/01] 16:26:14,155.000000,
[2023/06/01] 16:26:15,168.000000,
[2023/06/01] 16:26:16,166.000000,
[2023/06/01] 16:26:17,187.000000,
[2023/06/01] 16:26:18,152.000000,
[2023/06/01] 16:26:19,156.000000,
[2023/06/01] 16:26:20,154.000000,
[2023/06/01] 16:26:21,166.000000,
[2023/06/01] 16:26:22,170.000000,
[2023/06/01] 16:26:23,156.000000,
[2023/06/01] 16:26:24,172.000000,
[2023/06/01] 16:26:25,152.000000,
[2023/06/01] 16:26:26,150.000000,
[2023/06/01] 16:26:27,165.000000,
[2023/06/01] 16:26:28,174.000000,
[2023/06/01] 16:26:29,152.000000,
[2023/06/01] 16:26:30,171.000000,
[2023/06/01] 16:26:31,143.000000,
[2023/06/01] 16:26:32,158.000000,
[2023/06/01] 16:26:33,159.000000,
[2023/06/01] 16:26:34,168.000000,
[2023/06/01] 16:26:35,169.000000,
[2023/06/01] 16:26:36,149.000000,
[2023/06/01] 16:26:37,162.000000,
[2023/06/01] 16:26:38,172.000000,
[2023/06/01] 16:26:39,156.000000,
[2023/06/01] 16:26:40,158.000000,
[2023/06/01] 16:26:41,153.000000,
[2023/06/01] 16:26:42,148.000000,
