,º§Æ®Ã³Áü,
[2023/06/01] 02:00:20,113.000000,
[2023/06/01] 02:00:21,108.000000,
[2023/06/01] 02:00:22,107.000000,
[2023/06/01] 02:00:23,103.000000,
[2023/06/01] 02:00:24,111.000000,
[2023/06/01] 02:00:25,103.000000,
[2023/06/01] 02:00:26,103.000000,
[2023/06/01] 02:00:27,116.000000,
[2023/06/01] 02:00:28,110.000000,
[2023/06/01] 02:00:29,108.000000,
[2023/06/01] 02:00:30,119.000000,
[2023/06/01] 02:00:31,107.000000,
[2023/06/01] 02:00:32,104.000000,
[2023/06/01] 02:00:33,116.000000,
[2023/06/01] 02:00:34,107.000000,
[2023/06/01] 02:00:35,135.000000,
[2023/06/01] 02:00:36,125.000000,
[2023/06/01] 02:00:37,108.000000,
[2023/06/01] 02:00:38,109.000000,
[2023/06/01] 02:00:39,98.000000,
[2023/06/01] 02:00:40,98.000000,
[2023/06/01] 02:00:41,114.000000,
[2023/06/01] 02:00:42,109.000000,
[2023/06/01] 02:00:43,108.000000,
[2023/06/01] 02:00:44,110.000000,
[2023/06/01] 02:00:45,111.000000,
[2023/06/01] 02:00:46,107.000000,
[2023/06/01] 02:00:47,106.000000,
[2023/06/01] 02:00:48,103.000000,
[2023/06/01] 02:00:49,107.000000,
[2023/06/01] 02:00:50,116.000000,
[2023/06/01] 02:00:51,103.000000,
[2023/06/01] 02:00:52,114.000000,
[2023/06/01] 02:00:53,299.000000,
[2023/06/01] 02:00:54,97.000000,
[2023/06/01] 02:00:55,108.000000,
[2023/06/01] 02:00:56,98.000000,
[2023/06/01] 02:00:57,97.000000,
[2023/06/01] 02:00:58,99.000000,
[2023/06/01] 02:00:59,105.000000,
[2023/06/01] 02:01:00,99.000000,
[2023/06/01] 02:01:01,107.000000,
[2023/06/01] 02:01:02,108.000000,
[2023/06/01] 02:01:03,106.000000,
[2023/06/01] 02:01:04,98.000000,
[2023/06/01] 02:01:05,111.000000,
[2023/06/01] 02:01:06,111.000000,
[2023/06/01] 02:01:07,101.000000,
[2023/06/01] 02:01:08,104.000000,
[2023/06/01] 02:01:09,105.000000,
[2023/06/01] 02:01:10,103.000000,
[2023/06/01] 02:01:11,100.000000,
[2023/06/01] 02:01:12,108.000000,
[2023/06/01] 02:01:13,105.000000,
[2023/06/01] 02:01:14,107.000000,
[2023/06/01] 02:01:15,102.000000,
[2023/06/01] 02:01:16,126.000000,
[2023/06/01] 02:01:17,110.000000,
[2023/06/01] 02:01:18,112.000000,
[2023/06/01] 02:01:19,147.000000,
[2023/06/01] 02:01:20,105.000000,
[2023/06/01] 02:01:21,110.000000,
[2023/06/01] 02:01:22,130.000000,
[2023/06/01] 02:01:23,102.000000,
[2023/06/01] 02:01:24,104.000000,
[2023/06/01] 02:01:25,111.000000,
[2023/06/01] 02:01:26,98.000000,
[2023/06/01] 02:01:27,109.000000,
[2023/06/01] 02:01:28,112.000000,
[2023/06/01] 02:01:29,105.000000,
[2023/06/01] 02:01:30,107.000000,
[2023/06/01] 02:01:31,114.000000,
[2023/06/01] 02:01:32,107.000000,
[2023/06/01] 02:01:33,105.000000,
[2023/06/01] 02:01:34,119.000000,
[2023/06/01] 02:01:35,111.000000,
[2023/06/01] 02:01:36,109.000000,
[2023/06/01] 02:01:37,112.000000,
[2023/06/01] 02:01:38,103.000000,
[2023/06/01] 02:01:39,98.000000,
[2023/06/01] 02:01:40,117.000000,
[2023/06/01] 02:01:41,103.000000,
[2023/06/01] 02:01:42,115.000000,
[2023/06/01] 02:01:43,112.000000,
[2023/06/01] 02:01:44,110.000000,
[2023/06/01] 02:01:45,109.000000,
[2023/06/01] 02:01:46,97.000000,
[2023/06/01] 02:01:47,98.000000,
[2023/06/01] 02:01:48,100.000000,
[2023/06/01] 02:01:49,113.000000,
[2023/06/01] 02:01:50,107.000000,
[2023/06/01] 02:01:51,99.000000,
[2023/06/01] 02:01:52,121.000000,
[2023/06/01] 02:01:53,111.000000,
[2023/06/01] 02:01:54,111.000000,
[2023/06/01] 02:01:55,116.000000,
[2023/06/01] 02:01:56,105.000000,
[2023/06/01] 02:01:57,102.000000,
[2023/06/01] 02:01:58,106.000000,
[2023/06/01] 02:01:59,106.000000,
[2023/06/01] 02:02:00,116.000000,
[2023/06/01] 02:02:01,114.000000,
[2023/06/01] 02:02:02,105.000000,
[2023/06/01] 02:02:03,103.000000,
[2023/06/01] 02:02:04,114.000000,
[2023/06/01] 02:02:05,106.000000,
[2023/06/01] 02:02:06,105.000000,
[2023/06/01] 02:02:07,107.000000,
[2023/06/01] 02:02:08,98.000000,
[2023/06/01] 02:02:09,102.000000,
[2023/06/01] 02:02:10,109.000000,
[2023/06/01] 02:02:11,104.000000,
[2023/06/01] 02:02:12,107.000000,
[2023/06/01] 02:02:13,111.000000,
[2023/06/01] 02:02:14,135.000000,
[2023/06/01] 02:02:15,104.000000,
[2023/06/01] 02:02:16,122.000000,
[2023/06/01] 02:02:17,114.000000,
[2023/06/01] 02:02:18,110.000000,
[2023/06/01] 02:02:19,145.000000,
[2023/06/01] 02:02:20,106.000000,
[2023/06/01] 02:02:21,99.000000,
[2023/06/01] 02:02:22,136.000000,
[2023/06/01] 02:02:23,105.000000,
[2023/06/01] 02:02:24,99.000000,
[2023/06/01] 02:02:25,108.000000,
[2023/06/01] 02:02:26,96.000000,
[2023/06/01] 02:02:27,111.000000,
[2023/06/01] 02:02:28,113.000000,
[2023/06/01] 02:02:29,112.000000,
[2023/06/01] 02:02:30,111.000000,
[2023/06/01] 02:02:31,110.000000,
[2023/06/01] 02:02:32,103.000000,
[2023/06/01] 02:02:33,99.000000,
[2023/06/01] 02:02:34,118.000000,
[2023/06/01] 02:02:35,98.000000,
[2023/06/01] 02:02:36,141.000000,
[2023/06/01] 02:02:37,105.000000,
[2023/06/01] 02:02:38,97.000000,
[2023/06/01] 02:02:39,100.000000,
[2023/06/01] 02:02:40,103.000000,
[2023/06/01] 02:02:41,112.000000,
[2023/06/01] 02:02:42,103.000000,
[2023/06/01] 02:02:43,693.000000,
[2023/06/01] 02:02:44,114.000000,
[2023/06/01] 02:02:45,107.000000,
[2023/06/01] 02:02:46,109.000000,
[2023/06/01] 02:02:47,101.000000,
[2023/06/01] 02:02:48,108.000000,
[2023/06/01] 02:02:49,105.000000,
[2023/06/01] 02:02:50,106.000000,
[2023/06/01] 02:02:51,107.000000,
[2023/06/01] 02:02:52,103.000000,
[2023/06/01] 02:02:53,104.000000,
[2023/06/01] 02:02:54,97.000000,
[2023/06/01] 02:02:55,114.000000,
[2023/06/01] 02:02:56,109.000000,
[2023/06/01] 02:02:57,111.000000,
[2023/06/01] 02:02:58,107.000000,
[2023/06/01] 02:02:59,103.000000,
[2023/06/01] 02:03:00,115.000000,
[2023/06/01] 02:03:01,96.000000,
[2023/06/01] 02:03:02,102.000000,
[2023/06/01] 02:03:03,133.000000,
[2023/06/01] 02:03:04,105.000000,
[2023/06/01] 02:03:05,116.000000,
[2023/06/01] 02:03:06,98.000000,
[2023/06/01] 02:03:07,97.000000,
[2023/06/01] 02:03:08,137.000000,
[2023/06/01] 02:03:09,110.000000,
[2023/06/01] 02:03:10,102.000000,
[2023/06/01] 02:03:11,106.000000,
[2023/06/01] 02:03:12,112.000000,
[2023/06/01] 02:03:13,102.000000,
[2023/06/01] 02:03:14,116.000000,
[2023/06/01] 02:03:15,111.000000,
[2023/06/01] 02:03:16,117.000000,
[2023/06/01] 02:03:17,111.000000,
[2023/06/01] 02:03:18,112.000000,
[2023/06/01] 02:03:19,107.000000,
[2023/06/01] 02:03:20,111.000000,
[2023/06/01] 02:03:21,107.000000,
[2023/06/01] 02:03:22,116.000000,
[2023/06/01] 02:03:23,873.000000,
[2023/06/01] 02:03:24,104.000000,
[2023/06/01] 02:03:25,103.000000,
[2023/06/01] 02:03:26,98.000000,
[2023/06/01] 02:03:27,105.000000,
[2023/06/01] 02:03:28,107.000000,
[2023/06/01] 02:03:29,108.000000,
[2023/06/01] 02:03:30,108.000000,
[2023/06/01] 02:03:31,108.000000,
[2023/06/01] 02:03:32,111.000000,
[2023/06/01] 02:03:33,106.000000,
[2023/06/01] 02:03:34,104.000000,
[2023/06/01] 02:03:35,110.000000,
[2023/06/01] 02:03:36,105.000000,
[2023/06/01] 02:03:37,102.000000,
[2023/06/01] 02:03:38,110.000000,
[2023/06/01] 02:03:39,104.000000,
[2023/06/01] 02:03:40,107.000000,
[2023/06/01] 02:03:41,125.000000,
[2023/06/01] 02:03:42,108.000000,
[2023/06/01] 02:03:43,102.000000,
[2023/06/01] 02:03:44,148.000000,
[2023/06/01] 02:03:45,150.000000,
[2023/06/01] 02:03:46,115.000000,
[2023/06/01] 02:03:47,123.000000,
[2023/06/01] 02:03:48,120.000000,
[2023/06/01] 02:03:49,111.000000,
[2023/06/01] 02:03:50,119.000000,
[2023/06/01] 02:03:51,114.000000,
[2023/06/01] 02:03:52,108.000000,
[2023/06/01] 02:03:53,134.000000,
[2023/06/01] 02:03:54,111.000000,
[2023/06/01] 02:03:55,109.000000,
[2023/06/01] 02:03:56,111.000000,
[2023/06/01] 02:03:57,101.000000,
[2023/06/01] 02:03:58,98.000000,
[2023/06/01] 02:03:59,108.000000,
[2023/06/01] 02:04:00,130.000000,
[2023/06/01] 02:04:01,104.000000,
[2023/06/01] 02:04:02,98.000000,
[2023/06/01] 02:04:03,121.000000,
[2023/06/01] 02:04:04,106.000000,
[2023/06/01] 02:04:05,110.000000,
[2023/06/01] 02:04:06,111.000000,
[2023/06/01] 02:04:07,102.000000,
[2023/06/01] 02:04:08,107.000000,
[2023/06/01] 02:04:09,109.000000,
[2023/06/01] 02:04:10,115.000000,
[2023/06/01] 02:04:11,106.000000,
[2023/06/01] 02:04:12,133.000000,
[2023/06/01] 02:04:13,114.000000,
[2023/06/01] 02:04:14,104.000000,
[2023/06/01] 02:04:15,117.000000,
[2023/06/01] 02:04:16,111.000000,
[2023/06/01] 02:04:17,107.000000,
[2023/06/01] 02:04:18,137.000000,
[2023/06/01] 02:04:19,112.000000,
[2023/06/01] 02:04:20,107.000000,
[2023/06/01] 02:04:21,102.000000,
[2023/06/01] 02:04:22,103.000000,
[2023/06/01] 02:04:23,114.000000,
[2023/06/01] 02:04:24,102.000000,
[2023/06/01] 02:04:25,98.000000,
[2023/06/01] 02:04:26,117.000000,
[2023/06/01] 02:04:27,115.000000,
[2023/06/01] 02:04:28,109.000000,
[2023/06/01] 02:04:29,126.000000,
[2023/06/01] 02:04:30,94.000000,
[2023/06/01] 02:04:31,97.000000,
[2023/06/01] 02:04:32,122.000000,
[2023/06/01] 02:04:33,108.000000,
[2023/06/01] 02:04:34,110.000000,
[2023/06/01] 02:04:35,132.000000,
[2023/06/01] 02:04:36,108.000000,
[2023/06/01] 02:04:37,122.000000,
[2023/06/01] 02:04:38,109.000000,
[2023/06/01] 02:04:39,128.000000,
[2023/06/01] 02:04:40,106.000000,
[2023/06/01] 02:04:41,107.000000,
[2023/06/01] 02:04:42,118.000000,
[2023/06/01] 02:04:43,96.000000,
[2023/06/01] 02:04:44,113.000000,
[2023/06/01] 02:04:45,107.000000,
[2023/06/01] 02:04:46,99.000000,
[2023/06/01] 02:04:47,115.000000,
[2023/06/01] 02:04:48,115.000000,
[2023/06/01] 02:04:49,109.000000,
[2023/06/01] 02:04:50,105.000000,
[2023/06/01] 02:04:51,114.000000,
[2023/06/01] 02:04:52,103.000000,
[2023/06/01] 02:04:53,118.000000,
[2023/06/01] 02:04:54,110.000000,
[2023/06/01] 02:04:55,106.000000,
[2023/06/01] 02:04:56,127.000000,
[2023/06/01] 02:04:57,102.000000,
[2023/06/01] 02:04:58,106.000000,
[2023/06/01] 02:04:59,134.000000,
[2023/06/01] 02:05:00,100.000000,
[2023/06/01] 02:05:01,102.000000,
[2023/06/01] 02:05:02,117.000000,
[2023/06/01] 02:05:03,107.000000,
[2023/06/01] 02:05:04,104.000000,
[2023/06/01] 02:05:05,111.000000,
[2023/06/01] 02:05:06,105.000000,
[2023/06/01] 02:05:07,105.000000,
[2023/06/01] 02:05:08,728.000000,
[2023/06/01] 02:05:09,116.000000,
[2023/06/01] 02:05:10,105.000000,
[2023/06/01] 02:05:11,110.000000,
[2023/06/01] 02:05:12,107.000000,
[2023/06/01] 02:05:13,106.000000,
[2023/06/01] 02:05:14,117.000000,
[2023/06/01] 02:05:15,114.000000,
[2023/06/01] 02:05:16,110.000000,
[2023/06/01] 02:05:17,104.000000,
[2023/06/01] 02:05:18,123.000000,
[2023/06/01] 02:05:19,104.000000,
[2023/06/01] 02:05:20,99.000000,
[2023/06/01] 02:05:21,137.000000,
[2023/06/01] 02:05:22,108.000000,
[2023/06/01] 02:05:23,113.000000,
[2023/06/01] 02:05:24,130.000000,
[2023/06/01] 02:05:25,106.000000,
[2023/06/01] 02:05:26,107.000000,
[2023/06/01] 02:05:27,118.000000,
[2023/06/01] 02:05:28,104.000000,
[2023/06/01] 02:05:29,132.000000,
[2023/06/01] 02:05:30,105.000000,
[2023/06/01] 02:05:31,113.000000,
[2023/06/01] 02:05:32,124.000000,
[2023/06/01] 02:05:33,113.000000,
[2023/06/01] 02:05:34,95.000000,
[2023/06/01] 02:05:35,120.000000,
[2023/06/01] 02:05:36,123.000000,
[2023/06/01] 02:05:37,109.000000,
[2023/06/01] 02:05:38,114.000000,
[2023/06/01] 02:05:39,116.000000,
[2023/06/01] 02:05:40,106.000000,
[2023/06/01] 02:05:41,108.000000,
[2023/06/01] 02:05:42,107.000000,
[2023/06/01] 02:05:43,95.000000,
[2023/06/01] 02:05:44,108.000000,
[2023/06/01] 02:05:45,106.000000,
[2023/06/01] 02:05:46,101.000000,
[2023/06/01] 02:05:47,100.000000,
[2023/06/01] 02:05:48,112.000000,
[2023/06/01] 02:05:49,99.000000,
[2023/06/01] 02:05:50,117.000000,
[2023/06/01] 02:05:51,113.000000,
[2023/06/01] 02:05:52,110.000000,
[2023/06/01] 02:05:53,111.000000,
[2023/06/01] 02:05:54,127.000000,
[2023/06/01] 02:05:55,106.000000,
[2023/06/01] 02:05:56,109.000000,
[2023/06/01] 02:05:57,119.000000,
[2023/06/01] 02:05:58,104.000000,
[2023/06/01] 02:05:59,104.000000,
[2023/06/01] 02:06:00,129.000000,
[2023/06/01] 02:06:01,107.000000,
[2023/06/01] 02:06:02,107.000000,
[2023/06/01] 02:06:03,127.000000,
[2023/06/01] 02:06:04,105.000000,
[2023/06/01] 02:06:05,106.000000,
[2023/06/01] 02:06:06,119.000000,
[2023/06/01] 02:06:07,104.000000,
[2023/06/01] 02:06:08,107.000000,
[2023/06/01] 02:06:09,115.000000,
[2023/06/01] 02:06:10,99.000000,
[2023/06/01] 02:06:11,119.000000,
[2023/06/01] 02:06:12,107.000000,
[2023/06/01] 02:06:13,105.000000,
[2023/06/01] 02:06:14,109.000000,
[2023/06/01] 02:06:15,98.000000,
[2023/06/01] 02:06:16,101.000000,
[2023/06/01] 02:06:17,119.000000,
[2023/06/01] 02:06:18,96.000000,
[2023/06/01] 02:06:19,111.000000,
[2023/06/01] 02:06:20,109.000000,
[2023/06/01] 02:06:21,107.000000,
[2023/06/01] 02:06:22,106.000000,
[2023/06/01] 02:06:23,105.000000,
[2023/06/01] 02:06:24,106.000000,
[2023/06/01] 02:06:25,136.000000,
[2023/06/01] 02:06:26,111.000000,
[2023/06/01] 02:06:27,122.000000,
[2023/06/01] 02:06:28,108.000000,
[2023/06/01] 02:06:29,108.000000,
[2023/06/01] 02:06:30,162.000000,
[2023/06/01] 02:06:31,106.000000,
[2023/06/01] 02:06:32,98.000000,
[2023/06/01] 02:06:33,99.000000,
[2023/06/01] 02:06:34,113.000000,
[2023/06/01] 02:06:35,106.000000,
[2023/06/01] 02:06:36,108.000000,
[2023/06/01] 02:06:37,111.000000,
[2023/06/01] 02:06:38,111.000000,
[2023/06/01] 02:06:39,108.000000,
[2023/06/01] 02:06:40,100.000000,
[2023/06/01] 02:06:41,111.000000,
[2023/06/01] 02:06:42,108.000000,
[2023/06/01] 02:06:43,109.000000,
[2023/06/01] 02:06:44,107.000000,
[2023/06/01] 02:06:45,97.000000,
[2023/06/01] 02:06:46,97.000000,
[2023/06/01] 02:06:47,108.000000,
[2023/06/01] 02:06:48,108.000000,
[2023/06/01] 02:06:49,102.000000,
[2023/06/01] 02:06:50,99.000000,
[2023/06/01] 02:06:51,105.000000,
[2023/06/01] 02:06:52,108.000000,
[2023/06/01] 02:06:53,108.000000,
[2023/06/01] 02:06:54,107.000000,
[2023/06/01] 02:06:55,120.000000,
[2023/06/01] 02:06:56,106.000000,
[2023/06/01] 02:06:57,116.000000,
[2023/06/01] 02:06:58,118.000000,
[2023/06/01] 02:06:59,96.000000,
[2023/06/01] 02:07:00,127.000000,
[2023/06/01] 02:07:01,95.000000,
[2023/06/01] 02:07:02,97.000000,
[2023/06/01] 02:07:03,111.000000,
[2023/06/01] 02:07:04,106.000000,
[2023/06/01] 02:07:05,106.000000,
[2023/06/01] 02:07:06,104.000000,
[2023/06/01] 02:07:07,99.000000,
[2023/06/01] 02:07:08,98.000000,
[2023/06/01] 02:07:09,102.000000,
[2023/06/01] 02:07:10,422.000000,
[2023/06/01] 02:07:11,96.000000,
[2023/06/01] 02:07:12,104.000000,
[2023/06/01] 02:07:13,112.000000,
[2023/06/01] 02:07:14,117.000000,
[2023/06/01] 02:07:15,114.000000,
[2023/06/01] 02:07:16,103.000000,
[2023/06/01] 02:07:17,97.000000,
[2023/06/01] 02:07:18,103.000000,
[2023/06/01] 02:07:19,104.000000,
[2023/06/01] 02:07:20,108.000000,
[2023/06/01] 02:07:21,105.000000,
[2023/06/01] 02:07:22,363.000000,
[2023/06/01] 02:07:23,104.000000,
[2023/06/01] 02:07:24,99.000000,
[2023/06/01] 02:07:25,107.000000,
[2023/06/01] 02:07:26,113.000000,
[2023/06/01] 02:07:27,95.000000,
[2023/06/01] 02:07:28,114.000000,
[2023/06/01] 02:07:29,105.000000,
[2023/06/01] 02:07:30,99.000000,
[2023/06/01] 02:07:31,107.000000,
[2023/06/01] 02:07:32,145.000000,
[2023/06/01] 02:07:33,108.000000,
[2023/06/01] 02:07:34,112.000000,
[2023/06/01] 02:07:35,148.000000,
[2023/06/01] 02:07:36,104.000000,
[2023/06/01] 02:07:37,108.000000,
[2023/06/01] 02:07:38,100.000000,
[2023/06/01] 02:07:39,108.000000,
[2023/06/01] 02:07:40,108.000000,
[2023/06/01] 02:07:41,99.000000,
[2023/06/01] 02:07:42,122.000000,
[2023/06/01] 02:07:43,104.000000,
[2023/06/01] 02:07:44,102.000000,
[2023/06/01] 02:07:45,110.000000,
[2023/06/01] 02:07:46,106.000000,
[2023/06/01] 02:07:47,121.000000,
[2023/06/01] 02:07:48,103.000000,
[2023/06/01] 02:07:49,96.000000,
[2023/06/01] 02:07:50,132.000000,
[2023/06/01] 02:07:51,105.000000,
[2023/06/01] 02:07:52,105.000000,
[2023/06/01] 02:07:53,122.000000,
[2023/06/01] 02:07:54,104.000000,
[2023/06/01] 02:07:55,104.000000,
[2023/06/01] 02:07:56,129.000000,
[2023/06/01] 02:07:57,122.000000,
[2023/06/01] 02:07:58,104.000000,
[2023/06/01] 02:07:59,126.000000,
[2023/06/01] 02:08:00,356.000000,
[2023/06/01] 02:08:01,108.000000,
[2023/06/01] 02:08:02,131.000000,
[2023/06/01] 02:08:03,106.000000,
[2023/06/01] 02:08:04,107.000000,
[2023/06/01] 02:08:05,110.000000,
[2023/06/01] 02:08:06,105.000000,
[2023/06/01] 02:08:07,106.000000,
[2023/06/01] 02:08:08,102.000000,
[2023/06/01] 02:08:09,105.000000,
[2023/06/01] 02:08:10,99.000000,
[2023/06/01] 02:08:11,100.000000,
[2023/06/01] 02:08:12,108.000000,
[2023/06/01] 02:08:13,105.000000,
[2023/06/01] 02:08:14,104.000000,
[2023/06/01] 02:08:15,112.000000,
[2023/06/01] 02:08:16,107.000000,
[2023/06/01] 02:08:17,103.000000,
[2023/06/01] 02:08:18,130.000000,
[2023/06/01] 02:08:19,99.000000,
[2023/06/01] 02:08:20,120.000000,
[2023/06/01] 02:08:21,109.000000,
[2023/06/01] 02:08:22,114.000000,
[2023/06/01] 02:08:23,130.000000,
[2023/06/01] 02:08:24,118.000000,
[2023/06/01] 02:08:25,104.000000,
[2023/06/01] 02:08:26,111.000000,
[2023/06/01] 02:08:27,114.000000,
[2023/06/01] 02:08:28,96.000000,
[2023/06/01] 02:08:29,104.000000,
[2023/06/01] 02:08:30,118.000000,
[2023/06/01] 02:08:31,106.000000,
[2023/06/01] 02:08:32,107.000000,
[2023/06/01] 02:08:33,103.000000,
[2023/06/01] 02:08:34,107.000000,
[2023/06/01] 02:08:35,115.000000,
[2023/06/01] 02:08:36,113.000000,
[2023/06/01] 02:08:37,115.000000,
[2023/06/01] 02:08:38,109.000000,
[2023/06/01] 02:08:39,106.000000,
[2023/06/01] 02:08:40,101.000000,
[2023/06/01] 02:08:41,99.000000,
[2023/06/01] 02:08:42,144.000000,
[2023/06/01] 02:08:43,116.000000,
[2023/06/01] 02:08:44,108.000000,
[2023/06/01] 02:08:45,132.000000,
[2023/06/01] 02:08:46,105.000000,
[2023/06/01] 02:08:47,100.000000,
[2023/06/01] 02:08:48,135.000000,
[2023/06/01] 02:08:49,111.000000,
[2023/06/01] 02:08:50,104.000000,
[2023/06/01] 02:08:51,108.000000,
[2023/06/01] 02:08:52,106.000000,
[2023/06/01] 02:08:53,105.000000,
[2023/06/01] 02:08:54,95.000000,
[2023/06/01] 02:08:55,114.000000,
[2023/06/01] 02:08:56,111.000000,
[2023/06/01] 02:08:57,105.000000,
[2023/06/01] 02:08:58,107.000000,
[2023/06/01] 02:08:59,121.000000,
[2023/06/01] 02:09:00,99.000000,
[2023/06/01] 02:09:01,104.000000,
[2023/06/01] 02:09:02,122.000000,
[2023/06/01] 02:09:03,108.000000,
[2023/06/01] 02:09:04,115.000000,
[2023/06/01] 02:09:05,98.000000,
[2023/06/01] 02:09:06,139.000000,
[2023/06/01] 02:09:07,125.000000,
[2023/06/01] 02:09:08,106.000000,
[2023/06/01] 02:09:09,112.000000,
[2023/06/01] 02:09:10,125.000000,
[2023/06/01] 02:09:11,96.000000,
[2023/06/01] 02:09:12,108.000000,
[2023/06/01] 02:09:13,118.000000,
[2023/06/01] 02:09:14,105.000000,
[2023/06/01] 02:09:15,132.000000,
[2023/06/01] 02:09:16,115.000000,
[2023/06/01] 02:09:17,114.000000,
[2023/06/01] 02:09:18,110.000000,
[2023/06/01] 02:09:19,105.000000,
[2023/06/01] 02:09:20,97.000000,
[2023/06/01] 02:09:21,130.000000,
[2023/06/01] 02:09:22,143.000000,
[2023/06/01] 02:09:23,109.000000,
[2023/06/01] 02:09:24,121.000000,
[2023/06/01] 02:09:25,114.000000,
[2023/06/01] 02:09:26,108.000000,
[2023/06/01] 02:09:27,108.000000,
[2023/06/01] 02:09:28,373.000000,
[2023/06/01] 02:09:29,96.000000,
[2023/06/01] 02:09:30,112.000000,
[2023/06/01] 02:09:31,621.000000,
[2023/06/01] 02:09:32,116.000000,
[2023/06/01] 02:09:33,95.000000,
[2023/06/01] 02:09:34,107.000000,
[2023/06/01] 02:09:35,106.000000,
[2023/06/01] 02:09:36,108.000000,
[2023/06/01] 02:09:37,123.000000,
[2023/06/01] 02:09:38,99.000000,
[2023/06/01] 02:09:39,113.000000,
[2023/06/01] 02:09:40,107.000000,
[2023/06/01] 02:09:41,109.000000,
[2023/06/01] 02:09:42,107.000000,
[2023/06/01] 02:09:43,105.000000,
[2023/06/01] 02:09:44,123.000000,
[2023/06/01] 02:09:45,107.000000,
[2023/06/01] 02:09:46,107.000000,
[2023/06/01] 02:09:47,128.000000,
[2023/06/01] 02:09:48,106.000000,
[2023/06/01] 02:09:49,107.000000,
[2023/06/01] 02:09:50,105.000000,
[2023/06/01] 02:09:51,98.000000,
[2023/06/01] 02:09:52,113.000000,
[2023/06/01] 02:09:53,106.000000,
[2023/06/01] 02:09:54,107.000000,
[2023/06/01] 02:09:55,106.000000,
[2023/06/01] 02:09:56,105.000000,
[2023/06/01] 02:09:57,105.000000,
[2023/06/01] 02:09:58,107.000000,
[2023/06/01] 02:09:59,104.000000,
[2023/06/01] 02:10:00,101.000000,
[2023/06/01] 02:10:01,98.000000,
[2023/06/01] 02:10:02,124.000000,
[2023/06/01] 02:10:03,105.000000,
[2023/06/01] 02:10:04,105.000000,
[2023/06/01] 02:10:05,108.000000,
[2023/06/01] 02:10:06,100.000000,
[2023/06/01] 02:10:07,102.000000,
[2023/06/01] 02:10:08,106.000000,
[2023/06/01] 02:10:09,97.000000,
[2023/06/01] 02:10:10,105.000000,
[2023/06/01] 02:10:11,130.000000,
[2023/06/01] 02:10:12,100.000000,
[2023/06/01] 02:10:13,113.000000,
[2023/06/01] 02:10:14,112.000000,
[2023/06/01] 02:10:15,97.000000,
[2023/06/01] 02:10:16,103.000000,
[2023/06/01] 02:10:17,133.000000,
[2023/06/01] 02:10:18,106.000000,
[2023/06/01] 02:10:19,102.000000,
[2023/06/01] 02:10:20,100.000000,
[2023/06/01] 02:10:21,106.000000,
[2023/06/01] 02:10:22,105.000000,
[2023/06/01] 02:10:23,116.000000,
[2023/06/01] 02:10:24,123.000000,
[2023/06/01] 02:10:25,103.000000,
[2023/06/01] 02:10:26,103.000000,
[2023/06/01] 02:10:27,148.000000,
[2023/06/01] 02:10:28,99.000000,
[2023/06/01] 02:10:29,114.000000,
[2023/06/01] 02:10:30,139.000000,
[2023/06/01] 02:10:31,98.000000,
[2023/06/01] 02:10:32,133.000000,
[2023/06/01] 02:10:33,140.000000,
[2023/06/01] 02:10:34,107.000000,
[2023/06/01] 02:10:35,123.000000,
[2023/06/01] 02:10:36,112.000000,
[2023/06/01] 02:10:37,107.000000,
[2023/06/01] 02:10:38,106.000000,
[2023/06/01] 02:10:39,110.000000,
[2023/06/01] 02:10:40,110.000000,
[2023/06/01] 02:10:41,107.000000,
[2023/06/01] 02:10:42,98.000000,
[2023/06/01] 02:10:43,96.000000,
[2023/06/01] 02:10:44,99.000000,
[2023/06/01] 02:10:45,124.000000,
[2023/06/01] 02:10:46,106.000000,
[2023/06/01] 02:10:47,99.000000,
[2023/06/01] 02:10:48,126.000000,
[2023/06/01] 02:10:49,96.000000,
[2023/06/01] 02:10:50,99.000000,
[2023/06/01] 02:10:51,150.000000,
[2023/06/01] 02:10:52,115.000000,
[2023/06/01] 02:10:53,98.000000,
[2023/06/01] 02:10:54,135.000000,
[2023/06/01] 02:10:55,114.000000,
[2023/06/01] 02:10:56,105.000000,
[2023/06/01] 02:10:57,108.000000,
[2023/06/01] 02:10:58,106.000000,
[2023/06/01] 02:10:59,102.000000,
[2023/06/01] 02:11:00,105.000000,
[2023/06/01] 02:11:01,97.000000,
[2023/06/01] 02:11:02,97.000000,
[2023/06/01] 02:11:03,120.000000,
[2023/06/01] 02:11:04,108.000000,
[2023/06/01] 02:11:05,97.000000,
[2023/06/01] 02:11:06,110.000000,
[2023/06/01] 02:11:07,99.000000,
[2023/06/01] 02:11:08,111.000000,
[2023/06/01] 02:11:09,124.000000,
[2023/06/01] 02:11:10,101.000000,
[2023/06/01] 02:11:11,109.000000,
[2023/06/01] 02:11:12,102.000000,
[2023/06/01] 02:11:13,106.000000,
[2023/06/01] 02:11:14,120.000000,
[2023/06/01] 02:11:15,100.000000,
[2023/06/01] 02:11:16,123.000000,
[2023/06/01] 02:11:17,119.000000,
[2023/06/01] 02:11:18,129.000000,
[2023/06/01] 02:11:19,108.000000,
[2023/06/01] 02:11:20,96.000000,
[2023/06/01] 02:11:21,149.000000,
[2023/06/01] 02:11:22,124.000000,
[2023/06/01] 02:11:23,102.000000,
[2023/06/01] 02:11:24,99.000000,
