,º§Æ®Ã³Áü,
[2023/06/01] 02:11:25,110.000000,
[2023/06/01] 02:11:26,97.000000,
[2023/06/01] 02:11:27,106.000000,
[2023/06/01] 02:11:28,112.000000,
[2023/06/01] 02:11:29,97.000000,
[2023/06/01] 02:11:30,137.000000,
[2023/06/01] 02:11:31,110.000000,
[2023/06/01] 02:11:32,103.000000,
[2023/06/01] 02:11:33,119.000000,
[2023/06/01] 02:11:34,103.000000,
[2023/06/01] 02:11:35,95.000000,
[2023/06/01] 02:11:36,115.000000,
[2023/06/01] 02:11:37,146.000000,
[2023/06/01] 02:11:38,104.000000,
[2023/06/01] 02:11:39,107.000000,
[2023/06/01] 02:11:40,132.000000,
[2023/06/01] 02:11:41,99.000000,
[2023/06/01] 02:11:42,111.000000,
[2023/06/01] 02:11:43,118.000000,
[2023/06/01] 02:11:44,115.000000,
[2023/06/01] 02:11:45,105.000000,
[2023/06/01] 02:11:46,106.000000,
[2023/06/01] 02:11:47,116.000000,
[2023/06/01] 02:11:48,110.000000,
[2023/06/01] 02:11:49,127.000000,
[2023/06/01] 02:11:50,106.000000,
[2023/06/01] 02:11:51,110.000000,
[2023/06/01] 02:11:52,106.000000,
[2023/06/01] 02:11:53,110.000000,
[2023/06/01] 02:11:54,129.000000,
[2023/06/01] 02:11:55,107.000000,
[2023/06/01] 02:11:56,104.000000,
[2023/06/01] 02:11:57,112.000000,
[2023/06/01] 02:11:58,98.000000,
[2023/06/01] 02:11:59,103.000000,
[2023/06/01] 02:12:00,136.000000,
[2023/06/01] 02:12:01,105.000000,
[2023/06/01] 02:12:02,106.000000,
[2023/06/01] 02:12:03,108.000000,
[2023/06/01] 02:12:04,107.000000,
[2023/06/01] 02:12:05,125.000000,
[2023/06/01] 02:12:06,102.000000,
[2023/06/01] 02:12:07,124.000000,
[2023/06/01] 02:12:08,109.000000,
[2023/06/01] 02:12:09,110.000000,
[2023/06/01] 02:12:10,116.000000,
[2023/06/01] 02:12:11,121.000000,
[2023/06/01] 02:12:12,102.000000,
[2023/06/01] 02:12:13,117.000000,
[2023/06/01] 02:12:14,122.000000,
[2023/06/01] 02:12:15,102.000000,
[2023/06/01] 02:12:16,105.000000,
[2023/06/01] 02:12:17,99.000000,
[2023/06/01] 02:12:18,106.000000,
[2023/06/01] 02:12:19,105.000000,
[2023/06/01] 02:12:20,105.000000,
[2023/06/01] 02:12:21,97.000000,
[2023/06/01] 02:12:22,108.000000,
[2023/06/01] 02:12:23,110.000000,
[2023/06/01] 02:12:24,99.000000,
[2023/06/01] 02:12:25,105.000000,
[2023/06/01] 02:12:26,108.000000,
[2023/06/01] 02:12:27,108.000000,
[2023/06/01] 02:12:28,104.000000,
[2023/06/01] 02:12:29,108.000000,
[2023/06/01] 02:12:30,98.000000,
[2023/06/01] 02:12:31,98.000000,
[2023/06/01] 02:12:32,108.000000,
[2023/06/01] 02:12:33,109.000000,
[2023/06/01] 02:12:34,102.000000,
[2023/06/01] 02:12:35,97.000000,
[2023/06/01] 02:12:36,97.000000,
[2023/06/01] 02:12:37,141.000000,
[2023/06/01] 02:12:38,117.000000,
[2023/06/01] 02:12:39,98.000000,
[2023/06/01] 02:12:40,126.000000,
[2023/06/01] 02:12:41,110.000000,
[2023/06/01] 02:12:42,114.000000,
[2023/06/01] 02:12:43,138.000000,
[2023/06/01] 02:12:44,108.000000,
[2023/06/01] 02:12:45,99.000000,
[2023/06/01] 02:12:46,113.000000,
[2023/06/01] 02:12:47,95.000000,
[2023/06/01] 02:12:48,114.000000,
[2023/06/01] 02:12:49,112.000000,
[2023/06/01] 02:12:50,113.000000,
[2023/06/01] 02:12:51,105.000000,
[2023/06/01] 02:12:52,114.000000,
[2023/06/01] 02:12:53,113.000000,
[2023/06/01] 02:12:54,127.000000,
[2023/06/01] 02:12:55,112.000000,
[2023/06/01] 02:12:56,256.000000,
[2023/06/01] 02:12:57,105.000000,
[2023/06/01] 02:12:58,95.000000,
[2023/06/01] 02:12:59,131.000000,
[2023/06/01] 02:13:00,115.000000,
[2023/06/01] 02:13:01,106.000000,
[2023/06/01] 02:13:02,114.000000,
[2023/06/01] 02:13:03,97.000000,
[2023/06/01] 02:13:04,107.000000,
[2023/06/01] 02:13:05,116.000000,
[2023/06/01] 02:13:06,106.000000,
[2023/06/01] 02:13:07,99.000000,
[2023/06/01] 02:13:08,98.000000,
[2023/06/01] 02:13:09,756.000000,
[2023/06/01] 02:13:10,100.000000,
[2023/06/01] 02:13:11,113.000000,
[2023/06/01] 02:13:12,107.000000,
[2023/06/01] 02:13:13,108.000000,
[2023/06/01] 02:13:14,101.000000,
[2023/06/01] 02:13:15,104.000000,
[2023/06/01] 02:13:16,106.000000,
[2023/06/01] 02:13:17,107.000000,
[2023/06/01] 02:13:18,105.000000,
[2023/06/01] 02:13:19,105.000000,
[2023/06/01] 02:13:20,106.000000,
[2023/06/01] 02:13:21,113.000000,
[2023/06/01] 02:13:22,115.000000,
[2023/06/01] 02:13:23,103.000000,
[2023/06/01] 02:13:24,110.000000,
[2023/06/01] 02:13:25,110.000000,
[2023/06/01] 02:13:26,111.000000,
[2023/06/01] 02:13:27,123.000000,
[2023/06/01] 02:13:28,101.000000,
[2023/06/01] 02:13:29,97.000000,
[2023/06/01] 02:13:30,103.000000,
[2023/06/01] 02:13:31,95.000000,
[2023/06/01] 02:13:32,114.000000,
[2023/06/01] 02:13:33,109.000000,
[2023/06/01] 02:13:34,105.000000,
[2023/06/01] 02:13:35,114.000000,
[2023/06/01] 02:13:36,118.000000,
[2023/06/01] 02:13:37,101.000000,
[2023/06/01] 02:13:38,124.000000,
[2023/06/01] 02:13:39,220.000000,
[2023/06/01] 02:13:40,95.000000,
[2023/06/01] 02:13:41,106.000000,
[2023/06/01] 02:13:42,100.000000,
[2023/06/01] 02:13:43,109.000000,
[2023/06/01] 02:13:44,98.000000,
[2023/06/01] 02:13:45,118.000000,
[2023/06/01] 02:13:46,107.000000,
[2023/06/01] 02:13:47,106.000000,
[2023/06/01] 02:13:48,111.000000,
[2023/06/01] 02:13:49,106.000000,
[2023/06/01] 02:13:50,104.000000,
[2023/06/01] 02:13:51,108.000000,
[2023/06/01] 02:13:52,107.000000,
[2023/06/01] 02:13:53,103.000000,
[2023/06/01] 02:13:54,97.000000,
[2023/06/01] 02:13:55,105.000000,
[2023/06/01] 02:13:56,116.000000,
[2023/06/01] 02:13:57,110.000000,
[2023/06/01] 02:13:58,131.000000,
[2023/06/01] 02:13:59,107.000000,
[2023/06/01] 02:14:00,97.000000,
[2023/06/01] 02:14:01,107.000000,
[2023/06/01] 02:14:02,115.000000,
[2023/06/01] 02:14:03,110.000000,
[2023/06/01] 02:14:04,105.000000,
[2023/06/01] 02:14:05,99.000000,
[2023/06/01] 02:14:06,103.000000,
[2023/06/01] 02:14:07,124.000000,
[2023/06/01] 02:14:08,117.000000,
[2023/06/01] 02:14:09,105.000000,
[2023/06/01] 02:14:10,130.000000,
[2023/06/01] 02:14:11,117.000000,
[2023/06/01] 02:14:12,99.000000,
[2023/06/01] 02:14:13,108.000000,
[2023/06/01] 02:14:14,130.000000,
[2023/06/01] 02:14:15,98.000000,
[2023/06/01] 02:14:16,152.000000,
[2023/06/01] 02:14:17,104.000000,
[2023/06/01] 02:14:18,99.000000,
[2023/06/01] 02:14:19,108.000000,
[2023/06/01] 02:14:20,117.000000,
[2023/06/01] 02:14:21,120.000000,
[2023/06/01] 02:14:22,110.000000,
[2023/06/01] 02:14:23,106.000000,
[2023/06/01] 02:14:24,120.000000,
[2023/06/01] 02:14:25,112.000000,
[2023/06/01] 02:14:26,108.000000,
[2023/06/01] 02:14:27,119.000000,
[2023/06/01] 02:14:28,109.000000,
[2023/06/01] 02:14:29,108.000000,
[2023/06/01] 02:14:30,107.000000,
[2023/06/01] 02:14:31,110.000000,
[2023/06/01] 02:14:32,113.000000,
[2023/06/01] 02:14:33,109.000000,
[2023/06/01] 02:14:34,108.000000,
[2023/06/01] 02:14:35,114.000000,
[2023/06/01] 02:14:36,95.000000,
[2023/06/01] 02:14:37,113.000000,
[2023/06/01] 02:14:38,122.000000,
[2023/06/01] 02:14:39,107.000000,
[2023/06/01] 02:14:40,107.000000,
[2023/06/01] 02:14:41,131.000000,
[2023/06/01] 02:14:42,99.000000,
[2023/06/01] 02:14:43,117.000000,
[2023/06/01] 02:14:44,140.000000,
[2023/06/01] 02:14:45,103.000000,
[2023/06/01] 02:14:46,107.000000,
[2023/06/01] 02:14:47,106.000000,
[2023/06/01] 02:14:48,100.000000,
[2023/06/01] 02:14:49,136.000000,
[2023/06/01] 02:14:50,110.000000,
[2023/06/01] 02:14:51,103.000000,
[2023/06/01] 02:14:52,110.000000,
[2023/06/01] 02:14:53,95.000000,
[2023/06/01] 02:14:54,108.000000,
[2023/06/01] 02:14:55,106.000000,
[2023/06/01] 02:14:56,105.000000,
[2023/06/01] 02:14:57,106.000000,
[2023/06/01] 02:14:58,114.000000,
[2023/06/01] 02:14:59,123.000000,
[2023/06/01] 02:15:00,105.000000,
[2023/06/01] 02:15:01,105.000000,
[2023/06/01] 02:15:02,106.000000,
[2023/06/01] 02:15:03,133.000000,
[2023/06/01] 02:15:04,108.000000,
[2023/06/01] 02:15:05,116.000000,
[2023/06/01] 02:15:06,113.000000,
[2023/06/01] 02:15:07,113.000000,
[2023/06/01] 02:15:08,119.000000,
[2023/06/01] 02:15:09,106.000000,
[2023/06/01] 02:15:10,100.000000,
[2023/06/01] 02:15:11,111.000000,
[2023/06/01] 02:15:12,103.000000,
[2023/06/01] 02:15:13,102.000000,
[2023/06/01] 02:15:14,99.000000,
[2023/06/01] 02:15:15,120.000000,
[2023/06/01] 02:15:16,113.000000,
[2023/06/01] 02:15:17,110.000000,
[2023/06/01] 02:15:18,120.000000,
[2023/06/01] 02:15:19,105.000000,
[2023/06/01] 02:15:20,111.000000,
[2023/06/01] 02:15:21,127.000000,
[2023/06/01] 02:15:22,113.000000,
[2023/06/01] 02:15:23,107.000000,
[2023/06/01] 02:15:24,123.000000,
[2023/06/01] 02:15:25,109.000000,
[2023/06/01] 02:15:26,110.000000,
[2023/06/01] 02:15:27,119.000000,
[2023/06/01] 02:15:28,106.000000,
[2023/06/01] 02:15:29,127.000000,
[2023/06/01] 02:15:30,97.000000,
[2023/06/01] 02:15:31,113.000000,
[2023/06/01] 02:15:32,120.000000,
[2023/06/01] 02:15:33,98.000000,
[2023/06/01] 02:15:34,106.000000,
[2023/06/01] 02:15:35,105.000000,
[2023/06/01] 02:15:36,96.000000,
[2023/06/01] 02:15:37,110.000000,
[2023/06/01] 02:15:38,114.000000,
[2023/06/01] 02:15:39,106.000000,
[2023/06/01] 02:15:40,105.000000,
[2023/06/01] 02:15:41,100.000000,
[2023/06/01] 02:15:42,116.000000,
[2023/06/01] 02:15:43,115.000000,
[2023/06/01] 02:15:44,125.000000,
[2023/06/01] 02:15:45,105.000000,
[2023/06/01] 02:15:46,106.000000,
[2023/06/01] 02:15:47,125.000000,
[2023/06/01] 02:15:48,105.000000,
[2023/06/01] 02:15:49,108.000000,
[2023/06/01] 02:15:50,105.000000,
[2023/06/01] 02:15:51,106.000000,
[2023/06/01] 02:15:52,108.000000,
[2023/06/01] 02:15:53,105.000000,
[2023/06/01] 02:15:54,112.000000,
[2023/06/01] 02:15:55,111.000000,
[2023/06/01] 02:15:56,97.000000,
[2023/06/01] 02:15:57,98.000000,
[2023/06/01] 02:15:58,105.000000,
[2023/06/01] 02:15:59,111.000000,
[2023/06/01] 02:16:00,108.000000,
[2023/06/01] 02:16:01,136.000000,
[2023/06/01] 02:16:02,106.000000,
[2023/06/01] 02:16:03,113.000000,
[2023/06/01] 02:16:04,118.000000,
[2023/06/01] 02:16:05,100.000000,
[2023/06/01] 02:16:06,146.000000,
[2023/06/01] 02:16:07,104.000000,
[2023/06/01] 02:16:08,97.000000,
[2023/06/01] 02:16:09,153.000000,
[2023/06/01] 02:16:10,113.000000,
[2023/06/01] 02:16:11,110.000000,
[2023/06/01] 02:16:12,117.000000,
[2023/06/01] 02:16:13,114.000000,
[2023/06/01] 02:16:14,107.000000,
[2023/06/01] 02:16:15,114.000000,
[2023/06/01] 02:16:16,98.000000,
[2023/06/01] 02:16:17,123.000000,
[2023/06/01] 02:16:18,114.000000,
[2023/06/01] 02:16:19,118.000000,
[2023/06/01] 02:16:20,100.000000,
[2023/06/01] 02:16:21,114.000000,
[2023/06/01] 02:16:22,119.000000,
[2023/06/01] 02:16:23,131.000000,
[2023/06/01] 02:16:24,98.000000,
[2023/06/01] 02:16:25,93.000000,
[2023/06/01] 02:16:26,97.000000,
[2023/06/01] 02:16:27,149.000000,
[2023/06/01] 02:16:28,108.000000,
[2023/06/01] 02:16:29,104.000000,
[2023/06/01] 02:16:30,102.000000,
[2023/06/01] 02:16:31,96.000000,
[2023/06/01] 02:16:32,96.000000,
[2023/06/01] 02:16:33,100.000000,
[2023/06/01] 02:16:34,105.000000,
[2023/06/01] 02:16:35,109.000000,
[2023/06/01] 02:16:36,122.000000,
[2023/06/01] 02:16:37,109.000000,
[2023/06/01] 02:16:38,104.000000,
[2023/06/01] 02:16:39,110.000000,
[2023/06/01] 02:16:40,110.000000,
[2023/06/01] 02:16:41,100.000000,
[2023/06/01] 02:16:42,115.000000,
[2023/06/01] 02:16:43,111.000000,
[2023/06/01] 02:16:44,105.000000,
[2023/06/01] 02:16:45,103.000000,
[2023/06/01] 02:16:46,101.000000,
[2023/06/01] 02:16:47,132.000000,
[2023/06/01] 02:16:48,108.000000,
[2023/06/01] 02:16:49,122.000000,
[2023/06/01] 02:16:50,103.000000,
[2023/06/01] 02:16:51,100.000000,
[2023/06/01] 02:16:52,126.000000,
[2023/06/01] 02:16:53,108.000000,
[2023/06/01] 02:16:54,95.000000,
[2023/06/01] 02:16:55,131.000000,
[2023/06/01] 02:16:56,97.000000,
[2023/06/01] 02:16:57,98.000000,
[2023/06/01] 02:16:58,107.000000,
[2023/06/01] 02:16:59,99.000000,
[2023/06/01] 02:17:00,114.000000,
[2023/06/01] 02:17:01,114.000000,
[2023/06/01] 02:17:02,99.000000,
[2023/06/01] 02:17:03,108.000000,
[2023/06/01] 02:17:04,110.000000,
[2023/06/01] 02:17:05,131.000000,
[2023/06/01] 02:17:06,95.000000,
[2023/06/01] 02:17:07,112.000000,
[2023/06/01] 02:17:08,106.000000,
[2023/06/01] 02:17:09,99.000000,
[2023/06/01] 02:17:10,124.000000,
[2023/06/01] 02:17:11,100.000000,
[2023/06/01] 02:17:12,104.000000,
[2023/06/01] 02:17:13,113.000000,
[2023/06/01] 02:17:14,96.000000,
[2023/06/01] 02:17:15,99.000000,
[2023/06/01] 02:17:16,114.000000,
[2023/06/01] 02:17:17,101.000000,
[2023/06/01] 02:17:18,102.000000,
[2023/06/01] 02:17:19,108.000000,
[2023/06/01] 02:17:20,103.000000,
[2023/06/01] 02:17:21,111.000000,
[2023/06/01] 02:17:22,106.000000,
[2023/06/01] 02:17:23,117.000000,
[2023/06/01] 02:17:24,124.000000,
[2023/06/01] 02:17:25,102.000000,
[2023/06/01] 02:17:26,121.000000,
[2023/06/01] 02:17:27,118.000000,
[2023/06/01] 02:17:28,105.000000,
[2023/06/01] 02:17:29,111.000000,
[2023/06/01] 02:17:30,107.000000,
[2023/06/01] 02:17:31,104.000000,
[2023/06/01] 02:17:32,114.000000,
[2023/06/01] 02:17:33,96.000000,
[2023/06/01] 02:17:34,106.000000,
[2023/06/01] 02:17:35,117.000000,
[2023/06/01] 02:17:36,103.000000,
[2023/06/01] 02:17:37,101.000000,
[2023/06/01] 02:17:38,123.000000,
[2023/06/01] 02:17:39,120.000000,
[2023/06/01] 02:17:40,109.000000,
[2023/06/01] 02:17:41,123.000000,
[2023/06/01] 02:17:42,100.000000,
[2023/06/01] 02:17:43,144.000000,
[2023/06/01] 02:17:44,105.000000,
[2023/06/01] 02:17:45,101.000000,
[2023/06/01] 02:17:46,137.000000,
[2023/06/01] 02:17:47,99.000000,
[2023/06/01] 02:17:48,99.000000,
[2023/06/01] 02:17:49,111.000000,
[2023/06/01] 02:17:50,109.000000,
[2023/06/01] 02:17:51,105.000000,
[2023/06/01] 02:17:52,99.000000,
[2023/06/01] 02:17:53,116.000000,
[2023/06/01] 02:17:54,135.000000,
[2023/06/01] 02:17:55,111.000000,
[2023/06/01] 02:17:56,99.000000,
[2023/06/01] 02:17:57,117.000000,
[2023/06/01] 02:17:58,116.000000,
[2023/06/01] 02:17:59,114.000000,
[2023/06/01] 02:18:00,120.000000,
[2023/06/01] 02:18:01,107.000000,
[2023/06/01] 02:18:02,105.000000,
[2023/06/01] 02:18:03,143.000000,
[2023/06/01] 02:18:04,109.000000,
[2023/06/01] 02:18:05,101.000000,
[2023/06/01] 02:18:06,141.000000,
[2023/06/01] 02:18:07,110.000000,
[2023/06/01] 02:18:08,115.000000,
[2023/06/01] 02:18:09,100.000000,
[2023/06/01] 02:18:10,98.000000,
[2023/06/01] 02:18:11,97.000000,
[2023/06/01] 02:18:12,96.000000,
[2023/06/01] 02:18:13,101.000000,
[2023/06/01] 02:18:14,103.000000,
[2023/06/01] 02:18:15,103.000000,
[2023/06/01] 02:18:16,99.000000,
[2023/06/01] 02:18:17,104.000000,
[2023/06/01] 02:18:18,131.000000,
[2023/06/01] 02:18:19,100.000000,
[2023/06/01] 02:18:20,112.000000,
[2023/06/01] 02:18:21,123.000000,
[2023/06/01] 02:18:22,116.000000,
[2023/06/01] 02:18:23,113.000000,
[2023/06/01] 02:18:24,134.000000,
[2023/06/01] 02:18:25,103.000000,
[2023/06/01] 02:18:26,98.000000,
[2023/06/01] 02:18:27,108.000000,
[2023/06/01] 02:18:28,108.000000,
[2023/06/01] 02:18:29,105.000000,
[2023/06/01] 02:18:30,96.000000,
[2023/06/01] 02:18:31,116.000000,
[2023/06/01] 02:18:32,116.000000,
[2023/06/01] 02:18:33,104.000000,
[2023/06/01] 02:18:34,110.000000,
[2023/06/01] 02:18:35,107.000000,
[2023/06/01] 02:18:36,102.000000,
[2023/06/01] 02:18:37,100.000000,
[2023/06/01] 02:18:38,100.000000,
[2023/06/01] 02:18:39,102.000000,
[2023/06/01] 02:18:40,104.000000,
[2023/06/01] 02:18:41,104.000000,
[2023/06/01] 02:18:42,102.000000,
[2023/06/01] 02:18:43,104.000000,
[2023/06/01] 02:18:44,108.000000,
[2023/06/01] 02:18:45,125.000000,
[2023/06/01] 02:18:46,141.000000,
[2023/06/01] 02:18:47,96.000000,
[2023/06/01] 02:18:48,108.000000,
[2023/06/01] 02:18:49,98.000000,
[2023/06/01] 02:18:50,108.000000,
[2023/06/01] 02:18:51,105.000000,
[2023/06/01] 02:18:52,98.000000,
[2023/06/01] 02:18:53,99.000000,
[2023/06/01] 02:18:54,135.000000,
[2023/06/01] 02:18:55,117.000000,
[2023/06/01] 02:18:56,103.000000,
[2023/06/01] 02:18:57,130.000000,
[2023/06/01] 02:18:58,106.000000,
[2023/06/01] 02:18:59,103.000000,
[2023/06/01] 02:19:00,118.000000,
[2023/06/01] 02:19:01,106.000000,
[2023/06/01] 02:19:02,106.000000,
[2023/06/01] 02:19:03,106.000000,
[2023/06/01] 02:19:04,98.000000,
[2023/06/01] 02:19:05,116.000000,
[2023/06/01] 02:19:06,103.000000,
[2023/06/01] 02:19:07,100.000000,
[2023/06/01] 02:19:08,118.000000,
[2023/06/01] 02:19:09,105.000000,
[2023/06/01] 02:19:10,101.000000,
[2023/06/01] 02:19:11,134.000000,
[2023/06/01] 02:19:12,112.000000,
[2023/06/01] 02:19:13,104.000000,
[2023/06/01] 02:19:14,104.000000,
[2023/06/01] 02:19:15,106.000000,
[2023/06/01] 02:19:16,101.000000,
[2023/06/01] 02:19:17,127.000000,
[2023/06/01] 02:19:18,113.000000,
[2023/06/01] 02:19:19,111.000000,
[2023/06/01] 02:19:20,111.000000,
[2023/06/01] 02:19:21,99.000000,
[2023/06/01] 02:19:22,102.000000,
[2023/06/01] 02:19:23,109.000000,
[2023/06/01] 02:19:24,114.000000,
[2023/06/01] 02:19:25,100.000000,
[2023/06/01] 02:19:26,128.000000,
[2023/06/01] 02:19:27,106.000000,
[2023/06/01] 02:19:28,105.000000,
[2023/06/01] 02:19:29,132.000000,
[2023/06/01] 02:19:30,105.000000,
[2023/06/01] 02:19:31,105.000000,
[2023/06/01] 02:19:32,104.000000,
[2023/06/01] 02:19:33,104.000000,
[2023/06/01] 02:19:34,102.000000,
[2023/06/01] 02:19:35,109.000000,
[2023/06/01] 02:19:36,116.000000,
[2023/06/01] 02:19:37,297.000000,
[2023/06/01] 02:19:38,98.000000,
[2023/06/01] 02:19:39,104.000000,
[2023/06/01] 02:19:40,111.000000,
[2023/06/01] 02:19:41,106.000000,
[2023/06/01] 02:19:42,103.000000,
[2023/06/01] 02:19:43,95.000000,
[2023/06/01] 02:19:44,99.000000,
[2023/06/01] 02:19:45,98.000000,
[2023/06/01] 02:19:46,113.000000,
[2023/06/01] 02:19:47,102.000000,
[2023/06/01] 02:19:48,102.000000,
[2023/06/01] 02:19:49,108.000000,
[2023/06/01] 02:19:50,105.000000,
[2023/06/01] 02:19:51,99.000000,
[2023/06/01] 02:19:52,111.000000,
[2023/06/01] 02:19:53,109.000000,
[2023/06/01] 02:19:54,124.000000,
[2023/06/01] 02:19:55,106.000000,
[2023/06/01] 02:19:56,123.000000,
[2023/06/01] 02:19:57,116.000000,
[2023/06/01] 02:19:58,101.000000,
[2023/06/01] 02:19:59,128.000000,
[2023/06/01] 02:20:00,110.000000,
[2023/06/01] 02:20:01,110.000000,
[2023/06/01] 02:20:02,122.000000,
[2023/06/01] 02:20:03,105.000000,
[2023/06/01] 02:20:04,113.000000,
[2023/06/01] 02:20:05,129.000000,
[2023/06/01] 02:20:06,109.000000,
[2023/06/01] 02:20:07,106.000000,
[2023/06/01] 02:20:08,135.000000,
[2023/06/01] 02:20:09,108.000000,
[2023/06/01] 02:20:10,107.000000,
[2023/06/01] 02:20:11,113.000000,
[2023/06/01] 02:20:12,116.000000,
[2023/06/01] 02:20:13,104.000000,
[2023/06/01] 02:20:14,110.000000,
[2023/06/01] 02:20:15,104.000000,
[2023/06/01] 02:20:16,93.000000,
[2023/06/01] 02:20:17,108.000000,
[2023/06/01] 02:20:18,108.000000,
[2023/06/01] 02:20:19,105.000000,
[2023/06/01] 02:20:20,101.000000,
[2023/06/01] 02:20:21,98.000000,
[2023/06/01] 02:20:22,118.000000,
[2023/06/01] 02:20:23,106.000000,
[2023/06/01] 02:20:24,106.000000,
[2023/06/01] 02:20:25,102.000000,
[2023/06/01] 02:20:26,100.000000,
[2023/06/01] 02:20:27,100.000000,
[2023/06/01] 02:20:28,103.000000,
[2023/06/01] 02:20:29,111.000000,
[2023/06/01] 02:20:30,112.000000,
[2023/06/01] 02:20:31,116.000000,
[2023/06/01] 02:20:32,101.000000,
[2023/06/01] 02:20:33,116.000000,
[2023/06/01] 02:20:34,120.000000,
[2023/06/01] 02:20:35,98.000000,
[2023/06/01] 02:20:36,117.000000,
[2023/06/01] 02:20:37,99.000000,
[2023/06/01] 02:20:38,105.000000,
[2023/06/01] 02:20:39,104.000000,
[2023/06/01] 02:20:40,105.000000,
[2023/06/01] 02:20:41,104.000000,
[2023/06/01] 02:20:42,102.000000,
[2023/06/01] 02:20:43,114.000000,
[2023/06/01] 02:20:44,108.000000,
[2023/06/01] 02:20:45,110.000000,
[2023/06/01] 02:20:46,107.000000,
[2023/06/01] 02:20:47,104.000000,
[2023/06/01] 02:20:48,708.000000,
[2023/06/01] 02:20:49,114.000000,
[2023/06/01] 02:20:50,115.000000,
[2023/06/01] 02:20:51,109.000000,
[2023/06/01] 02:20:52,107.000000,
[2023/06/01] 02:20:53,103.000000,
[2023/06/01] 02:20:54,108.000000,
[2023/06/01] 02:20:55,108.000000,
[2023/06/01] 02:20:56,100.000000,
[2023/06/01] 02:20:57,111.000000,
[2023/06/01] 02:20:58,104.000000,
[2023/06/01] 02:20:59,95.000000,
[2023/06/01] 02:21:00,106.000000,
[2023/06/01] 02:21:01,108.000000,
[2023/06/01] 02:21:02,105.000000,
[2023/06/01] 02:21:03,100.000000,
[2023/06/01] 02:21:04,100.000000,
[2023/06/01] 02:21:05,98.000000,
[2023/06/01] 02:21:06,97.000000,
[2023/06/01] 02:21:07,109.000000,
[2023/06/01] 02:21:08,123.000000,
[2023/06/01] 02:21:09,99.000000,
[2023/06/01] 02:21:10,107.000000,
[2023/06/01] 02:21:11,122.000000,
[2023/06/01] 02:21:12,106.000000,
[2023/06/01] 02:21:13,116.000000,
[2023/06/01] 02:21:14,107.000000,
[2023/06/01] 02:21:15,111.000000,
[2023/06/01] 02:21:16,107.000000,
[2023/06/01] 02:21:17,117.000000,
[2023/06/01] 02:21:18,102.000000,
[2023/06/01] 02:21:19,120.000000,
[2023/06/01] 02:21:20,100.000000,
[2023/06/01] 02:21:21,104.000000,
[2023/06/01] 02:21:22,102.000000,
[2023/06/01] 02:21:23,100.000000,
[2023/06/01] 02:21:24,97.000000,
[2023/06/01] 02:21:25,107.000000,
[2023/06/01] 02:21:26,120.000000,
[2023/06/01] 02:21:27,98.000000,
[2023/06/01] 02:21:28,137.000000,
[2023/06/01] 02:21:29,109.000000,
[2023/06/01] 02:21:30,106.000000,
[2023/06/01] 02:21:31,98.000000,
[2023/06/01] 02:21:32,101.000000,
[2023/06/01] 02:21:33,124.000000,
[2023/06/01] 02:21:34,105.000000,
[2023/06/01] 02:21:35,110.000000,
[2023/06/01] 02:21:36,113.000000,
[2023/06/01] 02:21:37,95.000000,
[2023/06/01] 02:21:38,98.000000,
[2023/06/01] 02:21:39,128.000000,
[2023/06/01] 02:21:40,102.000000,
[2023/06/01] 02:21:41,114.000000,
[2023/06/01] 02:21:42,104.000000,
[2023/06/01] 02:21:43,105.000000,
[2023/06/01] 02:21:44,114.000000,
[2023/06/01] 02:21:45,109.000000,
[2023/06/01] 02:21:46,111.000000,
[2023/06/01] 02:21:47,121.000000,
[2023/06/01] 02:21:48,96.000000,
[2023/06/01] 02:21:49,142.000000,
[2023/06/01] 02:21:50,110.000000,
[2023/06/01] 02:21:51,105.000000,
[2023/06/01] 02:21:52,121.000000,
[2023/06/01] 02:21:53,124.000000,
[2023/06/01] 02:21:54,105.000000,
[2023/06/01] 02:21:55,99.000000,
[2023/06/01] 02:21:56,114.000000,
[2023/06/01] 02:21:57,108.000000,
[2023/06/01] 02:21:58,109.000000,
[2023/06/01] 02:21:59,107.000000,
[2023/06/01] 02:22:00,107.000000,
[2023/06/01] 02:22:01,106.000000,
[2023/06/01] 02:22:02,107.000000,
[2023/06/01] 02:22:03,105.000000,
[2023/06/01] 02:22:04,104.000000,
[2023/06/01] 02:22:05,127.000000,
[2023/06/01] 02:22:06,104.000000,
[2023/06/01] 02:22:07,104.000000,
[2023/06/01] 02:22:08,129.000000,
[2023/06/01] 02:22:09,105.000000,
[2023/06/01] 02:22:10,101.000000,
[2023/06/01] 02:22:11,103.000000,
[2023/06/01] 02:22:12,96.000000,
[2023/06/01] 02:22:13,118.000000,
[2023/06/01] 02:22:14,112.000000,
[2023/06/01] 02:22:15,104.000000,
[2023/06/01] 02:22:16,118.000000,
[2023/06/01] 02:22:17,107.000000,
[2023/06/01] 02:22:18,103.000000,
[2023/06/01] 02:22:19,124.000000,
[2023/06/01] 02:22:20,106.000000,
[2023/06/01] 02:22:21,103.000000,
[2023/06/01] 02:22:22,138.000000,
[2023/06/01] 02:22:23,119.000000,
[2023/06/01] 02:22:24,107.000000,
[2023/06/01] 02:22:25,121.000000,
[2023/06/01] 02:22:26,103.000000,
[2023/06/01] 02:22:27,124.000000,
[2023/06/01] 02:22:28,106.000000,
[2023/06/01] 02:22:29,108.000000,
